,N,Method,$\hat{\mathbb{P}}$
43,60.0,SAO-ScenarioApproxWithO,0.94027
44,110.0,SAO-ScenarioApproxWithO,0.97307
45,160.0,SAO-ScenarioApproxWithO,0.99279
46,210.0,SAO-ScenarioApproxWithO,0.98578
47,260.0,SAO-ScenarioApproxWithO,0.98785
48,10.0,SAO-ScenarioApproxWithO,0.90808
49,60.0,SAO-ScenarioApproxWithO,0.96323
50,110.0,SAO-ScenarioApproxWithO,0.97001
51,160.0,SAO-ScenarioApproxWithO,0.96011
52,210.0,SAO-ScenarioApproxWithO,0.97834
53,260.0,SAO-ScenarioApproxWithO,0.99173
54,10.0,SAO-ScenarioApproxWithO,0.93546
55,60.0,SAO-ScenarioApproxWithO,0.95829
56,110.0,SAO-ScenarioApproxWithO,0.98644
57,160.0,SAO-ScenarioApproxWithO,0.98816
58,210.0,SAO-ScenarioApproxWithO,0.98943
59,260.0,SAO-ScenarioApproxWithO,0.99353
60,10.0,SAO-ScenarioApproxWithO,0.90251
61,60.0,SAO-ScenarioApproxWithO,0.98224
62,110.0,SAO-ScenarioApproxWithO,0.97394
63,160.0,SAO-ScenarioApproxWithO,0.98569
64,210.0,SAO-ScenarioApproxWithO,0.98866
65,260.0,SAO-ScenarioApproxWithO,0.98607
66,10.0,SAO-ScenarioApproxWithO,0.92419
67,60.0,SAO-ScenarioApproxWithO,0.94219
68,110.0,SAO-ScenarioApproxWithO,0.97439
69,160.0,SAO-ScenarioApproxWithO,0.97321
70,210.0,SAO-ScenarioApproxWithO,0.98664
71,260.0,SAO-ScenarioApproxWithO,0.97741
72,10.0,SAO-ScenarioApproxWithO,0.92089
73,60.0,SAO-ScenarioApproxWithO,0.97811
74,110.0,SAO-ScenarioApproxWithO,0.97978
75,160.0,SAO-ScenarioApproxWithO,0.98886
76,210.0,SAO-ScenarioApproxWithO,0.99511
77,260.0,SAO-ScenarioApproxWithO,0.9931
78,10.0,SAO-ScenarioApproxWithO,0.89905
79,60.0,SAO-ScenarioApproxWithO,0.96149
80,110.0,SAO-ScenarioApproxWithO,0.98406
81,160.0,SAO-ScenarioApproxWithO,0.98245
82,210.0,SAO-ScenarioApproxWithO,0.98922
83,260.0,SAO-ScenarioApproxWithO,0.98627
84,10.0,SAO-ScenarioApproxWithO,0.90638
85,60.0,SAO-ScenarioApproxWithO,0.97252
86,110.0,SAO-ScenarioApproxWithO,0.95891
87,160.0,SAO-ScenarioApproxWithO,0.97673
88,210.0,SAO-ScenarioApproxWithO,0.98242
89,260.0,SAO-ScenarioApproxWithO,0.99649
90,10.0,SAO-ScenarioApproxWithO,0.90308
91,60.0,SAO-ScenarioApproxWithO,0.98181
92,110.0,SAO-ScenarioApproxWithO,0.95576
93,160.0,SAO-ScenarioApproxWithO,0.98589
94,210.0,SAO-ScenarioApproxWithO,0.98189
95,260.0,SAO-ScenarioApproxWithO,0.98018
96,10.0,SAO-ScenarioApproxWithO,0.9315
97,60.0,SAO-ScenarioApproxWithO,0.95128
98,110.0,SAO-ScenarioApproxWithO,0.97362
99,160.0,SAO-ScenarioApproxWithO,0.98107
100,210.0,SAO-ScenarioApproxWithO,0.98752
101,260.0,SAO-ScenarioApproxWithO,0.98554
102,10.0,SAO-ScenarioApproxWithO,0.93377
103,60.0,SAO-ScenarioApproxWithO,0.94242
104,110.0,SAO-ScenarioApproxWithO,0.9859
105,160.0,SAO-ScenarioApproxWithO,0.99208
106,210.0,SAO-ScenarioApproxWithO,0.98631
107,260.0,SAO-ScenarioApproxWithO,0.97894
108,10.0,SAO-ScenarioApproxWithO,0.91194
109,60.0,SAO-ScenarioApproxWithO,0.96941
110,110.0,SAO-ScenarioApproxWithO,0.97051
111,160.0,SAO-ScenarioApproxWithO,0.98271
112,210.0,SAO-ScenarioApproxWithO,0.98707
113,260.0,SAO-ScenarioApproxWithO,0.98822
114,10.0,SAO-ScenarioApproxWithO,0.90522
115,60.0,SAO-ScenarioApproxWithO,0.9544
116,110.0,SAO-ScenarioApproxWithO,0.97564
117,160.0,SAO-ScenarioApproxWithO,0.99284
118,210.0,SAO-ScenarioApproxWithO,0.97548
119,260.0,SAO-ScenarioApproxWithO,0.98714
120,10.0,SAO-ScenarioApproxWithO,0.89282
121,60.0,SAO-ScenarioApproxWithO,0.96007
122,110.0,SAO-ScenarioApproxWithO,0.977
123,160.0,SAO-ScenarioApproxWithO,0.97961
124,210.0,SAO-ScenarioApproxWithO,0.98632
125,260.0,SAO-ScenarioApproxWithO,0.99096
126,10.0,SAO-ScenarioApproxWithO,0.90593
127,60.0,SAO-ScenarioApproxWithO,0.93274
128,110.0,SAO-ScenarioApproxWithO,0.98348
129,160.0,SAO-ScenarioApproxWithO,0.98199
130,210.0,SAO-ScenarioApproxWithO,0.98835
131,260.0,SAO-ScenarioApproxWithO,0.99324
132,10.0,SAO-ScenarioApproxWithO,0.92748
133,60.0,SAO-ScenarioApproxWithO,0.95026
134,110.0,SAO-ScenarioApproxWithO,0.98647
135,160.0,SAO-ScenarioApproxWithO,0.98296
136,210.0,SAO-ScenarioApproxWithO,0.98125
137,260.0,SAO-ScenarioApproxWithO,0.9907
138,10.0,SAO-ScenarioApproxWithO,0.89339
139,60.0,SAO-ScenarioApproxWithO,0.95023
140,110.0,SAO-ScenarioApproxWithO,0.98647
141,160.0,SAO-ScenarioApproxWithO,0.99206
142,210.0,SAO-ScenarioApproxWithO,0.97855
143,260.0,SAO-ScenarioApproxWithO,0.9872
144,10.0,SAO-ScenarioApproxWithO,0.92342
145,60.0,SAO-ScenarioApproxWithO,0.97377
146,110.0,SAO-ScenarioApproxWithO,0.98569
147,160.0,SAO-ScenarioApproxWithO,0.98496
148,210.0,SAO-ScenarioApproxWithO,0.98376
149,260.0,SAO-ScenarioApproxWithO,0.99142
150,10.0,SAO-ScenarioApproxWithO,0.89182
151,60.0,SAO-ScenarioApproxWithO,0.97089
152,110.0,SAO-ScenarioApproxWithO,0.97841
153,160.0,SAO-ScenarioApproxWithO,0.97552
154,210.0,SAO-ScenarioApproxWithO,0.9931
155,260.0,SAO-ScenarioApproxWithO,0.9911
156,10.0,SAO-ScenarioApproxWithO,0.91673
157,60.0,SAO-ScenarioApproxWithO,0.97779
158,110.0,SAO-ScenarioApproxWithO,0.97384
159,160.0,SAO-ScenarioApproxWithO,0.98793
160,210.0,SAO-ScenarioApproxWithO,0.99272
161,260.0,SAO-ScenarioApproxWithO,0.98934
162,10.0,SAO-ScenarioApproxWithO,0.89416
163,60.0,SAO-ScenarioApproxWithO,0.93859
164,110.0,SAO-ScenarioApproxWithO,0.98518
165,160.0,SAO-ScenarioApproxWithO,0.97725
166,210.0,SAO-ScenarioApproxWithO,0.99225
167,260.0,SAO-ScenarioApproxWithO,0.98699
168,10.0,SAO-ScenarioApproxWithO,0.90657
169,60.0,SAO-ScenarioApproxWithO,0.96631
170,110.0,SAO-ScenarioApproxWithO,0.98589
171,160.0,SAO-ScenarioApproxWithO,0.98812
172,210.0,SAO-ScenarioApproxWithO,0.98306
173,260.0,SAO-ScenarioApproxWithO,0.98314
174,10.0,SAO-ScenarioApproxWithO,0.88372
175,60.0,SAO-ScenarioApproxWithO,0.95819
176,110.0,SAO-ScenarioApproxWithO,0.9719
177,160.0,SAO-ScenarioApproxWithO,0.9818
178,210.0,SAO-ScenarioApproxWithO,0.99661
179,260.0,SAO-ScenarioApproxWithO,0.98519
180,10.0,SAO-ScenarioApproxWithO,0.91448
181,60.0,SAO-ScenarioApproxWithO,0.96684
182,110.0,SAO-ScenarioApproxWithO,0.98106
183,160.0,SAO-ScenarioApproxWithO,0.98835
184,210.0,SAO-ScenarioApproxWithO,0.97778
185,260.0,SAO-ScenarioApproxWithO,0.98727
186,10.0,SAO-ScenarioApproxWithO,0.90521
187,60.0,SAO-ScenarioApproxWithO,0.95737
188,110.0,SAO-ScenarioApproxWithO,0.97954
189,160.0,SAO-ScenarioApproxWithO,0.96083
190,210.0,SAO-ScenarioApproxWithO,0.98457
191,260.0,SAO-ScenarioApproxWithO,0.99063
192,10.0,SAO-ScenarioApproxWithO,0.89096
193,60.0,SAO-ScenarioApproxWithO,0.95919
194,110.0,SAO-ScenarioApproxWithO,0.97749
195,160.0,SAO-ScenarioApproxWithO,0.98469
196,210.0,SAO-ScenarioApproxWithO,0.99015
197,260.0,SAO-ScenarioApproxWithO,0.99567
198,10.0,SAO-ScenarioApproxWithO,0.93188
199,60.0,SAO-ScenarioApproxWithO,0.96992
200,110.0,SAO-ScenarioApproxWithO,0.96585
201,160.0,SAO-ScenarioApproxWithO,0.98329
202,210.0,SAO-ScenarioApproxWithO,0.97719
203,260.0,SAO-ScenarioApproxWithO,0.99149
204,10.0,SAO-ScenarioApproxWithO,0.89858
205,60.0,SAO-ScenarioApproxWithO,0.98182
206,110.0,SAO-ScenarioApproxWithO,0.97436
207,160.0,SAO-ScenarioApproxWithO,0.98182
208,210.0,SAO-ScenarioApproxWithO,0.99232
209,260.0,SAO-ScenarioApproxWithO,0.98899
210,10.0,SAO-ScenarioApproxWithO,0.90252
211,60.0,SAO-ScenarioApproxWithO,0.9517
212,110.0,SAO-ScenarioApproxWithO,0.98567
213,160.0,SAO-ScenarioApproxWithO,0.98461
214,210.0,SAO-ScenarioApproxWithO,0.99438
215,260.0,SAO-ScenarioApproxWithO,0.99022
216,10.0,SAO-ScenarioApproxWithO,0.90051
217,60.0,SAO-ScenarioApproxWithO,0.98556
218,110.0,SAO-ScenarioApproxWithO,0.97195
219,160.0,SAO-ScenarioApproxWithO,0.98982
220,210.0,SAO-ScenarioApproxWithO,0.97472
221,260.0,SAO-ScenarioApproxWithO,0.98046
222,10.0,SAO-ScenarioApproxWithO,0.91401
223,60.0,SAO-ScenarioApproxWithO,0.97101
224,110.0,SAO-ScenarioApproxWithO,0.98383
225,160.0,SAO-ScenarioApproxWithO,0.99251
226,210.0,SAO-ScenarioApproxWithO,0.98268
227,260.0,SAO-ScenarioApproxWithO,0.98405
228,10.0,SAO-ScenarioApproxWithO,0.89153
229,60.0,SAO-ScenarioApproxWithO,0.94667
230,110.0,SAO-ScenarioApproxWithO,0.96575
231,160.0,SAO-ScenarioApproxWithO,0.97458
232,210.0,SAO-ScenarioApproxWithO,0.97606
233,260.0,SAO-ScenarioApproxWithO,0.99545
234,10.0,SAO-ScenarioApproxWithO,0.88266
235,60.0,SAO-ScenarioApproxWithO,0.97994
236,110.0,SAO-ScenarioApproxWithO,0.97852
237,160.0,SAO-ScenarioApproxWithO,0.98638
238,210.0,SAO-ScenarioApproxWithO,0.98685
239,260.0,SAO-ScenarioApproxWithO,0.99127
240,10.0,SAO-ScenarioApproxWithO,0.91761
241,60.0,SAO-ScenarioApproxWithO,0.94113
242,110.0,SAO-ScenarioApproxWithO,0.96979
243,160.0,SAO-ScenarioApproxWithO,0.97408
244,210.0,SAO-ScenarioApproxWithO,0.99139
245,260.0,SAO-ScenarioApproxWithO,0.98907
246,10.0,SAO-ScenarioApproxWithO,0.89351
247,60.0,SAO-ScenarioApproxWithO,0.9405
248,110.0,SAO-ScenarioApproxWithO,0.96703
249,160.0,SAO-ScenarioApproxWithO,0.98468
250,210.0,SAO-ScenarioApproxWithO,0.99111
251,260.0,SAO-ScenarioApproxWithO,0.9874
252,10.0,SAO-ScenarioApproxWithO,0.91159
253,60.0,SAO-ScenarioApproxWithO,0.96213
254,110.0,SAO-ScenarioApproxWithO,0.98126
255,160.0,SAO-ScenarioApproxWithO,0.9871
256,210.0,SAO-ScenarioApproxWithO,0.99256
257,260.0,SAO-ScenarioApproxWithO,0.98859
258,10.0,SAO-ScenarioApproxWithO,0.89816
259,60.0,SAO-ScenarioApproxWithO,0.979
260,110.0,SAO-ScenarioApproxWithO,0.9604
261,160.0,SAO-ScenarioApproxWithO,0.98822
262,210.0,SAO-ScenarioApproxWithO,0.9802
263,260.0,SAO-ScenarioApproxWithO,0.98573
264,10.0,SAO-ScenarioApproxWithO,0.90675
265,60.0,SAO-ScenarioApproxWithO,0.96385
266,110.0,SAO-ScenarioApproxWithO,0.96144
267,160.0,SAO-ScenarioApproxWithO,0.97527
268,210.0,SAO-ScenarioApproxWithO,0.9733
269,260.0,SAO-ScenarioApproxWithO,0.98922
270,10.0,SAO-ScenarioApproxWithO,0.90786
271,60.0,SAO-ScenarioApproxWithO,0.98247
272,110.0,SAO-ScenarioApproxWithO,0.961
273,160.0,SAO-ScenarioApproxWithO,0.97354
274,210.0,SAO-ScenarioApproxWithO,0.98614
275,260.0,SAO-ScenarioApproxWithO,0.98722
276,10.0,SAO-ScenarioApproxWithO,0.9224
277,60.0,SAO-ScenarioApproxWithO,0.977
278,110.0,SAO-ScenarioApproxWithO,0.98095
279,160.0,SAO-ScenarioApproxWithO,0.98422
280,210.0,SAO-ScenarioApproxWithO,0.9861
281,260.0,SAO-ScenarioApproxWithO,0.99101
282,10.0,SAO-ScenarioApproxWithO,0.89445
283,60.0,SAO-ScenarioApproxWithO,0.93558
284,110.0,SAO-ScenarioApproxWithO,0.97088
285,160.0,SAO-ScenarioApproxWithO,0.98285
286,210.0,SAO-ScenarioApproxWithO,0.98726
287,260.0,SAO-ScenarioApproxWithO,0.98801
288,10.0,SAO-ScenarioApproxWithO,0.88495
289,60.0,SAO-ScenarioApproxWithO,0.97584
290,110.0,SAO-ScenarioApproxWithO,0.97286
291,160.0,SAO-ScenarioApproxWithO,0.99354
292,210.0,SAO-ScenarioApproxWithO,0.98959
293,260.0,SAO-ScenarioApproxWithO,0.98134
294,10.0,SAO-ScenarioApproxWithO,0.91511
295,60.0,SAO-ScenarioApproxWithO,0.95681
296,110.0,SAO-ScenarioApproxWithO,0.97632
297,160.0,SAO-ScenarioApproxWithO,0.99232
298,210.0,SAO-ScenarioApproxWithO,0.97948
299,260.0,SAO-ScenarioApproxWithO,0.98752
300,10.0,SAO-ScenarioApproxWithO,0.89383
301,60.0,SAO-ScenarioApproxWithO,0.97155
302,110.0,SAO-ScenarioApproxWithO,0.9774
303,160.0,SAO-ScenarioApproxWithO,0.96633
304,210.0,SAO-ScenarioApproxWithO,0.99431
305,260.0,SAO-ScenarioApproxWithO,0.9929
306,10.0,SAO-ScenarioApproxWithO,0.92321
307,60.0,SAO-ScenarioApproxWithO,0.95509
308,110.0,SAO-ScenarioApproxWithO,0.98476
309,160.0,SAO-ScenarioApproxWithO,0.98048
310,210.0,SAO-ScenarioApproxWithO,0.98169
311,260.0,SAO-ScenarioApproxWithO,0.992
312,10.0,SAO-ScenarioApproxWithO,0.919
313,60.0,SAO-ScenarioApproxWithO,0.92439
314,110.0,SAO-ScenarioApproxWithO,0.9812
315,160.0,SAO-ScenarioApproxWithO,0.969
316,210.0,SAO-ScenarioApproxWithO,0.9873
317,260.0,SAO-ScenarioApproxWithO,0.99453
318,10.0,SAO-ScenarioApproxWithO,0.91766
319,60.0,SAO-ScenarioApproxWithO,0.96064
320,110.0,SAO-ScenarioApproxWithO,0.96825
321,160.0,SAO-ScenarioApproxWithO,0.9811
322,210.0,SAO-ScenarioApproxWithO,0.98944
323,260.0,SAO-ScenarioApproxWithO,0.99004
324,10.0,SAO-ScenarioApproxWithO,0.89578
325,60.0,SAO-ScenarioApproxWithO,0.9603
326,110.0,SAO-ScenarioApproxWithO,0.98924
327,160.0,SAO-ScenarioApproxWithO,0.98085
328,210.0,SAO-ScenarioApproxWithO,0.98533
329,260.0,SAO-ScenarioApproxWithO,0.98771
330,10.0,SAO-ScenarioApproxWithO,0.91793
331,60.0,SAO-ScenarioApproxWithO,0.92726
332,110.0,SAO-ScenarioApproxWithO,0.97077
333,160.0,SAO-ScenarioApproxWithO,0.97789
334,210.0,SAO-ScenarioApproxWithO,0.98835
335,260.0,SAO-ScenarioApproxWithO,0.98947
336,10.0,SAO-ScenarioApproxWithO,0.88792
337,60.0,SAO-ScenarioApproxWithO,0.96342
338,110.0,SAO-ScenarioApproxWithO,0.97978
339,160.0,SAO-ScenarioApproxWithO,0.98138
340,210.0,SAO-ScenarioApproxWithO,0.98575
341,260.0,SAO-ScenarioApproxWithO,0.99436
342,10.0,SAO-ScenarioApproxWithO,0.9194
343,60.0,SAO-ScenarioApproxWithO,0.95943
344,110.0,SAO-ScenarioApproxWithO,0.97134
345,160.0,SAO-ScenarioApproxWithO,0.97726
346,210.0,SAO-ScenarioApproxWithO,0.97859
347,260.0,SAO-ScenarioApproxWithO,0.97749
348,10.0,SAO-ScenarioApproxWithO,0.88406
349,60.0,SAO-ScenarioApproxWithO,0.95303
350,110.0,SAO-ScenarioApproxWithO,0.9685
351,160.0,SAO-ScenarioApproxWithO,0.98103
352,210.0,SAO-ScenarioApproxWithO,0.98752
353,260.0,SAO-ScenarioApproxWithO,0.99668
354,10.0,SAO-ScenarioApproxWithO,0.91497
355,60.0,SAO-ScenarioApproxWithO,0.93649
356,110.0,SAO-ScenarioApproxWithO,0.97142
357,160.0,SAO-ScenarioApproxWithO,0.98246
358,210.0,SAO-ScenarioApproxWithO,0.98248
359,260.0,SAO-ScenarioApproxWithO,0.99105
360,10.0,SAO-ScenarioApproxWithO,0.90364
361,60.0,SAO-ScenarioApproxWithO,0.9522
362,110.0,SAO-ScenarioApproxWithO,0.96439
363,160.0,SAO-ScenarioApproxWithO,0.98156
364,210.0,SAO-ScenarioApproxWithO,0.98583
365,260.0,SAO-ScenarioApproxWithO,0.97831
366,10.0,SAO-ScenarioApproxWithO,0.90044
367,60.0,SAO-ScenarioApproxWithO,0.95173
368,110.0,SAO-ScenarioApproxWithO,0.99003
369,160.0,SAO-ScenarioApproxWithO,0.98348
370,210.0,SAO-ScenarioApproxWithO,0.99353
371,260.0,SAO-ScenarioApproxWithO,0.98819
372,10.0,SAO-ScenarioApproxWithO,0.88647
373,60.0,SAO-ScenarioApproxWithO,0.96725
374,110.0,SAO-ScenarioApproxWithO,0.97549
375,160.0,SAO-ScenarioApproxWithO,0.98661
376,210.0,SAO-ScenarioApproxWithO,0.98974
377,260.0,SAO-ScenarioApproxWithO,0.98915
378,10.0,SAO-ScenarioApproxWithO,0.88908
379,60.0,SAO-ScenarioApproxWithO,0.96577
380,110.0,SAO-ScenarioApproxWithO,0.97441
381,160.0,SAO-ScenarioApproxWithO,0.983
382,210.0,SAO-ScenarioApproxWithO,0.98008
383,260.0,SAO-ScenarioApproxWithO,0.98832
384,10.0,SAO-ScenarioApproxWithO,0.91425
385,60.0,SAO-ScenarioApproxWithO,0.93995
386,110.0,SAO-ScenarioApproxWithO,0.98318
387,160.0,SAO-ScenarioApproxWithO,0.98005
388,210.0,SAO-ScenarioApproxWithO,0.98691
389,260.0,SAO-ScenarioApproxWithO,0.98278
390,10.0,SAO-ScenarioApproxWithO,0.90276
391,60.0,SAO-ScenarioApproxWithO,0.97269
392,110.0,SAO-ScenarioApproxWithO,0.96612
393,160.0,SAO-ScenarioApproxWithO,0.98726
394,210.0,SAO-ScenarioApproxWithO,0.98436
395,260.0,SAO-ScenarioApproxWithO,0.98639
396,10.0,SAO-ScenarioApproxWithO,0.89754
397,60.0,SAO-ScenarioApproxWithO,0.95068
398,110.0,SAO-ScenarioApproxWithO,0.98465
399,160.0,SAO-ScenarioApproxWithO,0.98753
400,210.0,SAO-ScenarioApproxWithO,0.99067
401,260.0,SAO-ScenarioApproxWithO,0.98429
402,10.0,SAO-ScenarioApproxWithO,0.88562
403,60.0,SAO-ScenarioApproxWithO,0.96605
404,110.0,SAO-ScenarioApproxWithO,0.97446
405,160.0,SAO-ScenarioApproxWithO,0.96639
406,210.0,SAO-ScenarioApproxWithO,0.98992
407,260.0,SAO-ScenarioApproxWithO,0.99171
408,10.0,SAO-ScenarioApproxWithO,0.88593
409,60.0,SAO-ScenarioApproxWithO,0.96648
410,110.0,SAO-ScenarioApproxWithO,0.95988
411,160.0,SAO-ScenarioApproxWithO,0.98312
412,210.0,SAO-ScenarioApproxWithO,0.97012
413,260.0,SAO-ScenarioApproxWithO,0.98883
414,10.0,SAO-ScenarioApproxWithO,0.9102
415,60.0,SAO-ScenarioApproxWithO,0.9749
416,110.0,SAO-ScenarioApproxWithO,0.97848
417,160.0,SAO-ScenarioApproxWithO,0.99186
418,210.0,SAO-ScenarioApproxWithO,0.99122
419,260.0,SAO-ScenarioApproxWithO,0.99079
420,10.0,SAO-ScenarioApproxWithO,0.88216
421,60.0,SAO-ScenarioApproxWithO,0.9711
422,110.0,SAO-ScenarioApproxWithO,0.97623
423,160.0,SAO-ScenarioApproxWithO,0.98644
424,210.0,SAO-ScenarioApproxWithO,0.97805
425,260.0,SAO-ScenarioApproxWithO,0.99052
426,10.0,SAO-ScenarioApproxWithO,0.89051
427,60.0,SAO-ScenarioApproxWithO,0.98089
428,110.0,SAO-ScenarioApproxWithO,0.98221
429,160.0,SAO-ScenarioApproxWithO,0.97367
430,210.0,SAO-ScenarioApproxWithO,0.98398
431,260.0,SAO-ScenarioApproxWithO,0.97694
432,10.0,SAO-ScenarioApproxWithO,0.90342
433,60.0,SAO-ScenarioApproxWithO,0.96491
434,110.0,SAO-ScenarioApproxWithO,0.9719
435,160.0,SAO-ScenarioApproxWithO,0.9757
436,210.0,SAO-ScenarioApproxWithO,0.98426
437,260.0,SAO-ScenarioApproxWithO,0.98374
438,10.0,SAO-ScenarioApproxWithO,0.88982
439,60.0,SAO-ScenarioApproxWithO,0.95853
440,110.0,SAO-ScenarioApproxWithO,0.97026
441,160.0,SAO-ScenarioApproxWithO,0.9866
442,210.0,SAO-ScenarioApproxWithO,0.98373
443,260.0,SAO-ScenarioApproxWithO,0.99411
444,10.0,SAO-ScenarioApproxWithO,0.89519
445,60.0,SAO-ScenarioApproxWithO,0.9799
446,110.0,SAO-ScenarioApproxWithO,0.97521
447,160.0,SAO-ScenarioApproxWithO,0.98656
448,210.0,SAO-ScenarioApproxWithO,0.99037
449,260.0,SAO-ScenarioApproxWithO,0.99668
450,10.0,SAO-ScenarioApproxWithO,0.89468
451,60.0,SAO-ScenarioApproxWithO,0.95137
452,110.0,SAO-ScenarioApproxWithO,0.9773
453,160.0,SAO-ScenarioApproxWithO,0.97951
454,210.0,SAO-ScenarioApproxWithO,0.98739
455,260.0,SAO-ScenarioApproxWithO,0.98343
456,10.0,SAO-ScenarioApproxWithO,0.91521
457,60.0,SAO-ScenarioApproxWithO,0.98639
458,110.0,SAO-ScenarioApproxWithO,0.97297
459,160.0,SAO-ScenarioApproxWithO,0.98927
460,210.0,SAO-ScenarioApproxWithO,0.99244
461,260.0,SAO-ScenarioApproxWithO,0.99299
462,10.0,SAO-ScenarioApproxWithO,0.91665
463,60.0,SAO-ScenarioApproxWithO,0.97352
464,110.0,SAO-ScenarioApproxWithO,0.9717
465,160.0,SAO-ScenarioApproxWithO,0.98243
466,210.0,SAO-ScenarioApproxWithO,0.97522
467,260.0,SAO-ScenarioApproxWithO,0.99026
468,10.0,SAO-ScenarioApproxWithO,0.9424
469,60.0,SAO-ScenarioApproxWithO,0.94682
470,110.0,SAO-ScenarioApproxWithO,0.98671
471,160.0,SAO-ScenarioApproxWithO,0.98956
472,210.0,SAO-ScenarioApproxWithO,0.98347
473,260.0,SAO-ScenarioApproxWithO,0.99234
474,10.0,SAO-ScenarioApproxWithO,0.93161
475,60.0,SAO-ScenarioApproxWithO,0.94684
476,110.0,SAO-ScenarioApproxWithO,0.98394
477,160.0,SAO-ScenarioApproxWithO,0.97648
478,210.0,SAO-ScenarioApproxWithO,0.98173
479,260.0,SAO-ScenarioApproxWithO,0.9925
480,10.0,SAO-ScenarioApproxWithO,0.90391
481,60.0,SAO-ScenarioApproxWithO,0.97971
482,110.0,SAO-ScenarioApproxWithO,0.96576
483,160.0,SAO-ScenarioApproxWithO,0.97722
484,210.0,SAO-ScenarioApproxWithO,0.99114
485,260.0,SAO-ScenarioApproxWithO,0.98059
486,10.0,SAO-ScenarioApproxWithO,0.89854
487,60.0,SAO-ScenarioApproxWithO,0.95672
488,110.0,SAO-ScenarioApproxWithO,0.98813
489,160.0,SAO-ScenarioApproxWithO,0.98664
490,210.0,SAO-ScenarioApproxWithO,0.98437
491,260.0,SAO-ScenarioApproxWithO,0.98937
492,10.0,SAO-ScenarioApproxWithO,0.9091
493,60.0,SAO-ScenarioApproxWithO,0.96909
494,110.0,SAO-ScenarioApproxWithO,0.95867
495,160.0,SAO-ScenarioApproxWithO,0.9919
496,210.0,SAO-ScenarioApproxWithO,0.98407
497,260.0,SAO-ScenarioApproxWithO,0.9922
498,10.0,SAO-ScenarioApproxWithO,0.9125
499,60.0,SAO-ScenarioApproxWithO,0.99221
500,110.0,SAO-ScenarioApproxWithO,0.97266
501,160.0,SAO-ScenarioApproxWithO,0.97417
502,210.0,SAO-ScenarioApproxWithO,0.98279
503,260.0,SAO-ScenarioApproxWithO,0.98052
504,10.0,SAO-ScenarioApproxWithO,0.9162
505,60.0,SAO-ScenarioApproxWithO,0.96429
506,110.0,SAO-ScenarioApproxWithO,0.97559
507,160.0,SAO-ScenarioApproxWithO,0.97578
508,210.0,SAO-ScenarioApproxWithO,0.9944
509,260.0,SAO-ScenarioApproxWithO,0.99403
510,10.0,SAO-ScenarioApproxWithO,0.91238
511,60.0,SAO-ScenarioApproxWithO,0.95999
512,110.0,SAO-ScenarioApproxWithO,0.98152
513,160.0,SAO-ScenarioApproxWithO,0.98636
514,210.0,SAO-ScenarioApproxWithO,0.99139
515,260.0,SAO-ScenarioApproxWithO,0.98796
516,10.0,SAO-ScenarioApproxWithO,0.88018
