,N,Method,$\hat{\mathbb{P}}$
517,60.0,SAO-ScenarioApproxWithO,0.92899
518,110.0,SAO-ScenarioApproxWithO,0.98937
519,160.0,SAO-ScenarioApproxWithO,0.97523
520,210.0,SAO-ScenarioApproxWithO,0.99266
521,260.0,SAO-ScenarioApproxWithO,0.99165
522,10.0,SAO-ScenarioApproxWithO,0.91709
523,60.0,SAO-ScenarioApproxWithO,0.947
524,110.0,SAO-ScenarioApproxWithO,0.9713
525,160.0,SAO-ScenarioApproxWithO,0.98531
526,210.0,SAO-ScenarioApproxWithO,0.99355
527,260.0,SAO-ScenarioApproxWithO,0.97722
528,10.0,SAO-ScenarioApproxWithO,0.92191
529,60.0,SAO-ScenarioApproxWithO,0.97332
530,110.0,SAO-ScenarioApproxWithO,0.97947
531,160.0,SAO-ScenarioApproxWithO,0.99117
532,210.0,SAO-ScenarioApproxWithO,0.97794
533,260.0,SAO-ScenarioApproxWithO,0.98915
534,10.0,SAO-ScenarioApproxWithO,0.94853
535,60.0,SAO-ScenarioApproxWithO,0.9525
536,110.0,SAO-ScenarioApproxWithO,0.96671
537,160.0,SAO-ScenarioApproxWithO,0.99497
538,210.0,SAO-ScenarioApproxWithO,0.99094
539,260.0,SAO-ScenarioApproxWithO,0.98746
540,10.0,SAO-ScenarioApproxWithO,0.91674
541,60.0,SAO-ScenarioApproxWithO,0.97044
542,110.0,SAO-ScenarioApproxWithO,0.98646
543,160.0,SAO-ScenarioApproxWithO,0.96971
544,210.0,SAO-ScenarioApproxWithO,0.9892
545,260.0,SAO-ScenarioApproxWithO,0.98495
546,10.0,SAO-ScenarioApproxWithO,0.9374
547,60.0,SAO-ScenarioApproxWithO,0.95309
548,110.0,SAO-ScenarioApproxWithO,0.97022
549,160.0,SAO-ScenarioApproxWithO,0.98403
550,210.0,SAO-ScenarioApproxWithO,0.98972
551,260.0,SAO-ScenarioApproxWithO,0.99013
552,10.0,SAO-ScenarioApproxWithO,0.95844
553,60.0,SAO-ScenarioApproxWithO,0.96817
554,110.0,SAO-ScenarioApproxWithO,0.98668
555,160.0,SAO-ScenarioApproxWithO,0.97121
556,210.0,SAO-ScenarioApproxWithO,0.98837
557,260.0,SAO-ScenarioApproxWithO,0.98165
558,10.0,SAO-ScenarioApproxWithO,0.90692
559,60.0,SAO-ScenarioApproxWithO,0.95847
560,110.0,SAO-ScenarioApproxWithO,0.98252
561,160.0,SAO-ScenarioApproxWithO,0.985
562,210.0,SAO-ScenarioApproxWithO,0.97391
563,260.0,SAO-ScenarioApproxWithO,0.9846
564,10.0,SAO-ScenarioApproxWithO,0.89679
565,60.0,SAO-ScenarioApproxWithO,0.962
566,110.0,SAO-ScenarioApproxWithO,0.96962
567,160.0,SAO-ScenarioApproxWithO,0.98671
568,210.0,SAO-ScenarioApproxWithO,0.9834
569,260.0,SAO-ScenarioApproxWithO,0.98993
570,10.0,SAO-ScenarioApproxWithO,0.90081
571,60.0,SAO-ScenarioApproxWithO,0.95962
572,110.0,SAO-ScenarioApproxWithO,0.97581
573,160.0,SAO-ScenarioApproxWithO,0.98444
574,210.0,SAO-ScenarioApproxWithO,0.98824
575,260.0,SAO-ScenarioApproxWithO,0.99529
576,10.0,SAO-ScenarioApproxWithO,0.89932
577,60.0,SAO-ScenarioApproxWithO,0.95344
578,110.0,SAO-ScenarioApproxWithO,0.95605
579,160.0,SAO-ScenarioApproxWithO,0.96584
580,210.0,SAO-ScenarioApproxWithO,0.98694
581,260.0,SAO-ScenarioApproxWithO,0.99091
582,10.0,SAO-ScenarioApproxWithO,0.93267
583,60.0,SAO-ScenarioApproxWithO,0.9807
584,110.0,SAO-ScenarioApproxWithO,0.9646
585,160.0,SAO-ScenarioApproxWithO,0.98697
586,210.0,SAO-ScenarioApproxWithO,0.98084
587,260.0,SAO-ScenarioApproxWithO,0.99498
588,10.0,SAO-ScenarioApproxWithO,0.89897
589,60.0,SAO-ScenarioApproxWithO,0.96337
590,110.0,SAO-ScenarioApproxWithO,0.97722
591,160.0,SAO-ScenarioApproxWithO,0.98389
592,210.0,SAO-ScenarioApproxWithO,0.99561
593,260.0,SAO-ScenarioApproxWithO,0.9932
594,10.0,SAO-ScenarioApproxWithO,0.88215
595,60.0,SAO-ScenarioApproxWithO,0.93711
596,110.0,SAO-ScenarioApproxWithO,0.97079
597,160.0,SAO-ScenarioApproxWithO,0.9801
598,210.0,SAO-ScenarioApproxWithO,0.98128
599,260.0,SAO-ScenarioApproxWithO,0.98301
0,10.0,SA-ScenarioApprox,0.81489
1,60.0,SA-ScenarioApprox,0.96086
2,110.0,SA-ScenarioApprox,0.9699
3,160.0,SA-ScenarioApprox,0.98906
4,210.0,SA-ScenarioApprox,0.99209
5,260.0,SA-ScenarioApprox,0.9889
6,10.0,SA-ScenarioApprox,0.87429
7,60.0,SA-ScenarioApprox,0.94422
8,110.0,SA-ScenarioApprox,0.96649
9,160.0,SA-ScenarioApprox,0.9751
10,210.0,SA-ScenarioApprox,0.98176
11,260.0,SA-ScenarioApprox,0.99094
12,10.0,SA-ScenarioApprox,0.89673
13,60.0,SA-ScenarioApprox,0.97294
14,110.0,SA-ScenarioApprox,0.94466
15,160.0,SA-ScenarioApprox,0.97907
16,210.0,SA-ScenarioApprox,0.98789
17,260.0,SA-ScenarioApprox,0.98512
18,10.0,SA-ScenarioApprox,0.81709
19,60.0,SA-ScenarioApprox,0.97741
20,110.0,SA-ScenarioApprox,0.97864
21,160.0,SA-ScenarioApprox,0.97584
22,210.0,SA-ScenarioApprox,0.98489
23,260.0,SA-ScenarioApprox,0.9921
24,10.0,SA-ScenarioApprox,0.77617
25,60.0,SA-ScenarioApprox,0.98158
26,110.0,SA-ScenarioApprox,0.96106
27,160.0,SA-ScenarioApprox,0.98799
28,210.0,SA-ScenarioApprox,0.9829
29,260.0,SA-ScenarioApprox,0.9912
30,10.0,SA-ScenarioApprox,0.846
31,60.0,SA-ScenarioApprox,0.94359
32,110.0,SA-ScenarioApprox,0.97599
33,160.0,SA-ScenarioApprox,0.98145
34,210.0,SA-ScenarioApprox,0.99321
35,260.0,SA-ScenarioApprox,0.98329
36,10.0,SA-ScenarioApprox,0.93587
37,60.0,SA-ScenarioApprox,0.96774
38,110.0,SA-ScenarioApprox,0.9731
39,160.0,SA-ScenarioApprox,0.98691
40,210.0,SA-ScenarioApprox,0.96636
41,260.0,SA-ScenarioApprox,0.9863
42,10.0,SA-ScenarioApprox,0.89153
43,60.0,SA-ScenarioApprox,0.94061
44,110.0,SA-ScenarioApprox,0.97203
45,160.0,SA-ScenarioApprox,0.99214
46,210.0,SA-ScenarioApprox,0.98567
47,260.0,SA-ScenarioApprox,0.9881
48,10.0,SA-ScenarioApprox,0.87127
49,60.0,SA-ScenarioApprox,0.9634
50,110.0,SA-ScenarioApprox,0.97034
51,160.0,SA-ScenarioApprox,0.96033
52,210.0,SA-ScenarioApprox,0.97792
53,260.0,SA-ScenarioApprox,0.99221
54,10.0,SA-ScenarioApprox,0.90638
55,60.0,SA-ScenarioApprox,0.95825
56,110.0,SA-ScenarioApprox,0.98574
57,160.0,SA-ScenarioApprox,0.98818
58,210.0,SA-ScenarioApprox,0.9899
59,260.0,SA-ScenarioApprox,0.99366
60,10.0,SA-ScenarioApprox,0.81605
61,60.0,SA-ScenarioApprox,0.98226
62,110.0,SA-ScenarioApprox,0.97521
63,160.0,SA-ScenarioApprox,0.98514
64,210.0,SA-ScenarioApprox,0.9894
65,260.0,SA-ScenarioApprox,0.98693
66,10.0,SA-ScenarioApprox,0.85385
67,60.0,SA-ScenarioApprox,0.93972
68,110.0,SA-ScenarioApprox,0.97448
69,160.0,SA-ScenarioApprox,0.97352
70,210.0,SA-ScenarioApprox,0.98639
71,260.0,SA-ScenarioApprox,0.97742
72,10.0,SA-ScenarioApprox,0.91548
73,60.0,SA-ScenarioApprox,0.97814
74,110.0,SA-ScenarioApprox,0.97999
75,160.0,SA-ScenarioApprox,0.98906
76,210.0,SA-ScenarioApprox,0.99533
77,260.0,SA-ScenarioApprox,0.99294
78,10.0,SA-ScenarioApprox,0.84768
79,60.0,SA-ScenarioApprox,0.9615
80,110.0,SA-ScenarioApprox,0.98366
81,160.0,SA-ScenarioApprox,0.98232
82,210.0,SA-ScenarioApprox,0.98876
83,260.0,SA-ScenarioApprox,0.9863
84,10.0,SA-ScenarioApprox,0.8946
85,60.0,SA-ScenarioApprox,0.97299
86,110.0,SA-ScenarioApprox,0.96029
87,160.0,SA-ScenarioApprox,0.9777
88,210.0,SA-ScenarioApprox,0.98226
89,260.0,SA-ScenarioApprox,0.99661
90,10.0,SA-ScenarioApprox,0.86971
91,60.0,SA-ScenarioApprox,0.98236
92,110.0,SA-ScenarioApprox,0.95497
93,160.0,SA-ScenarioApprox,0.986
94,210.0,SA-ScenarioApprox,0.98236
95,260.0,SA-ScenarioApprox,0.98111
96,10.0,SA-ScenarioApprox,0.88518
97,60.0,SA-ScenarioApprox,0.95039
98,110.0,SA-ScenarioApprox,0.97308
99,160.0,SA-ScenarioApprox,0.9794
100,210.0,SA-ScenarioApprox,0.98734
101,260.0,SA-ScenarioApprox,0.98491
102,10.0,SA-ScenarioApprox,0.90926
103,60.0,SA-ScenarioApprox,0.94067
104,110.0,SA-ScenarioApprox,0.986
105,160.0,SA-ScenarioApprox,0.99176
106,210.0,SA-ScenarioApprox,0.98605
107,260.0,SA-ScenarioApprox,0.97822
108,10.0,SA-ScenarioApprox,0.87724
109,60.0,SA-ScenarioApprox,0.96785
110,110.0,SA-ScenarioApprox,0.97046
111,160.0,SA-ScenarioApprox,0.98302
112,210.0,SA-ScenarioApprox,0.98702
113,260.0,SA-ScenarioApprox,0.98856
114,10.0,SA-ScenarioApprox,0.82664
115,60.0,SA-ScenarioApprox,0.95498
116,110.0,SA-ScenarioApprox,0.97408
117,160.0,SA-ScenarioApprox,0.99239
118,210.0,SA-ScenarioApprox,0.97645
119,260.0,SA-ScenarioApprox,0.98695
120,10.0,SA-ScenarioApprox,0.82367
121,60.0,SA-ScenarioApprox,0.95868
122,110.0,SA-ScenarioApprox,0.97661
123,160.0,SA-ScenarioApprox,0.97885
124,210.0,SA-ScenarioApprox,0.98598
125,260.0,SA-ScenarioApprox,0.99028
126,10.0,SA-ScenarioApprox,0.82164
127,60.0,SA-ScenarioApprox,0.93239
128,110.0,SA-ScenarioApprox,0.98443
129,160.0,SA-ScenarioApprox,0.98189
130,210.0,SA-ScenarioApprox,0.98756
131,260.0,SA-ScenarioApprox,0.99321
132,10.0,SA-ScenarioApprox,0.89119
133,60.0,SA-ScenarioApprox,0.94971
134,110.0,SA-ScenarioApprox,0.98669
135,160.0,SA-ScenarioApprox,0.98365
136,210.0,SA-ScenarioApprox,0.98077
137,260.0,SA-ScenarioApprox,0.99108
138,10.0,SA-ScenarioApprox,0.86583
139,60.0,SA-ScenarioApprox,0.95133
140,110.0,SA-ScenarioApprox,0.98703
141,160.0,SA-ScenarioApprox,0.99238
142,210.0,SA-ScenarioApprox,0.97884
143,260.0,SA-ScenarioApprox,0.98676
144,10.0,SA-ScenarioApprox,0.90897
145,60.0,SA-ScenarioApprox,0.97223
146,110.0,SA-ScenarioApprox,0.9857
147,160.0,SA-ScenarioApprox,0.98537
148,210.0,SA-ScenarioApprox,0.98409
149,260.0,SA-ScenarioApprox,0.9923
150,10.0,SA-ScenarioApprox,0.84999
151,60.0,SA-ScenarioApprox,0.97119
152,110.0,SA-ScenarioApprox,0.97836
153,160.0,SA-ScenarioApprox,0.97501
154,210.0,SA-ScenarioApprox,0.99257
155,260.0,SA-ScenarioApprox,0.99053
156,10.0,SA-ScenarioApprox,0.90614
157,60.0,SA-ScenarioApprox,0.97824
158,110.0,SA-ScenarioApprox,0.97325
159,160.0,SA-ScenarioApprox,0.98739
160,210.0,SA-ScenarioApprox,0.99271
161,260.0,SA-ScenarioApprox,0.98942
162,10.0,SA-ScenarioApprox,0.82316
163,60.0,SA-ScenarioApprox,0.93463
164,110.0,SA-ScenarioApprox,0.984
165,160.0,SA-ScenarioApprox,0.97816
166,210.0,SA-ScenarioApprox,0.99221
167,260.0,SA-ScenarioApprox,0.9862
168,10.0,SA-ScenarioApprox,0.83261
169,60.0,SA-ScenarioApprox,0.96696
170,110.0,SA-ScenarioApprox,0.98717
171,160.0,SA-ScenarioApprox,0.98797
172,210.0,SA-ScenarioApprox,0.98247
173,260.0,SA-ScenarioApprox,0.98352
174,10.0,SA-ScenarioApprox,0.81068
175,60.0,SA-ScenarioApprox,0.94975
176,110.0,SA-ScenarioApprox,0.97313
177,160.0,SA-ScenarioApprox,0.98081
178,210.0,SA-ScenarioApprox,0.99676
179,260.0,SA-ScenarioApprox,0.98547
180,10.0,SA-ScenarioApprox,0.84844
181,60.0,SA-ScenarioApprox,0.96712
182,110.0,SA-ScenarioApprox,0.98057
183,160.0,SA-ScenarioApprox,0.98798
184,210.0,SA-ScenarioApprox,0.97763
185,260.0,SA-ScenarioApprox,0.98764
186,10.0,SA-ScenarioApprox,0.8555
187,60.0,SA-ScenarioApprox,0.95772
188,110.0,SA-ScenarioApprox,0.97857
189,160.0,SA-ScenarioApprox,0.96155
190,210.0,SA-ScenarioApprox,0.98572
191,260.0,SA-ScenarioApprox,0.99116
192,10.0,SA-ScenarioApprox,0.81197
193,60.0,SA-ScenarioApprox,0.95862
194,110.0,SA-ScenarioApprox,0.97788
195,160.0,SA-ScenarioApprox,0.98318
196,210.0,SA-ScenarioApprox,0.99007
197,260.0,SA-ScenarioApprox,0.99548
198,10.0,SA-ScenarioApprox,0.87871
199,60.0,SA-ScenarioApprox,0.97009
200,110.0,SA-ScenarioApprox,0.96563
201,160.0,SA-ScenarioApprox,0.98304
202,210.0,SA-ScenarioApprox,0.97667
203,260.0,SA-ScenarioApprox,0.99189
204,10.0,SA-ScenarioApprox,0.85756
205,60.0,SA-ScenarioApprox,0.98173
206,110.0,SA-ScenarioApprox,0.97422
207,160.0,SA-ScenarioApprox,0.98168
208,210.0,SA-ScenarioApprox,0.99195
209,260.0,SA-ScenarioApprox,0.98873
210,10.0,SA-ScenarioApprox,0.84277
211,60.0,SA-ScenarioApprox,0.95154
212,110.0,SA-ScenarioApprox,0.9853
213,160.0,SA-ScenarioApprox,0.98316
214,210.0,SA-ScenarioApprox,0.99336
215,260.0,SA-ScenarioApprox,0.99029
216,10.0,SA-ScenarioApprox,0.82181
217,60.0,SA-ScenarioApprox,0.98631
218,110.0,SA-ScenarioApprox,0.9712
219,160.0,SA-ScenarioApprox,0.99012
220,210.0,SA-ScenarioApprox,0.97469
221,260.0,SA-ScenarioApprox,0.98009
222,10.0,SA-ScenarioApprox,0.89326
223,60.0,SA-ScenarioApprox,0.97069
224,110.0,SA-ScenarioApprox,0.98494
225,160.0,SA-ScenarioApprox,0.99282
226,210.0,SA-ScenarioApprox,0.98213
227,260.0,SA-ScenarioApprox,0.98366
228,10.0,SA-ScenarioApprox,0.81653
229,60.0,SA-ScenarioApprox,0.94636
230,110.0,SA-ScenarioApprox,0.96511
231,160.0,SA-ScenarioApprox,0.97419
232,210.0,SA-ScenarioApprox,0.97604
233,260.0,SA-ScenarioApprox,0.99579
234,10.0,SA-ScenarioApprox,0.74839
235,60.0,SA-ScenarioApprox,0.97903
236,110.0,SA-ScenarioApprox,0.97732
237,160.0,SA-ScenarioApprox,0.98601
238,210.0,SA-ScenarioApprox,0.98668
239,260.0,SA-ScenarioApprox,0.99098
240,10.0,SA-ScenarioApprox,0.88977
241,60.0,SA-ScenarioApprox,0.93914
242,110.0,SA-ScenarioApprox,0.96984
243,160.0,SA-ScenarioApprox,0.97455
244,210.0,SA-ScenarioApprox,0.99191
245,260.0,SA-ScenarioApprox,0.98899
246,10.0,SA-ScenarioApprox,0.81787
247,60.0,SA-ScenarioApprox,0.94147
248,110.0,SA-ScenarioApprox,0.96684
249,160.0,SA-ScenarioApprox,0.98479
250,210.0,SA-ScenarioApprox,0.99078
251,260.0,SA-ScenarioApprox,0.98725
252,10.0,SA-ScenarioApprox,0.87684
253,60.0,SA-ScenarioApprox,0.95978
254,110.0,SA-ScenarioApprox,0.98073
255,160.0,SA-ScenarioApprox,0.98674
256,210.0,SA-ScenarioApprox,0.99267
257,260.0,SA-ScenarioApprox,0.98873
258,10.0,SA-ScenarioApprox,0.8458
259,60.0,SA-ScenarioApprox,0.97858
260,110.0,SA-ScenarioApprox,0.96093
261,160.0,SA-ScenarioApprox,0.98859
262,210.0,SA-ScenarioApprox,0.98001
263,260.0,SA-ScenarioApprox,0.9861
264,10.0,SA-ScenarioApprox,0.85113
265,60.0,SA-ScenarioApprox,0.96481
266,110.0,SA-ScenarioApprox,0.96216
267,160.0,SA-ScenarioApprox,0.97468
268,210.0,SA-ScenarioApprox,0.97441
269,260.0,SA-ScenarioApprox,0.98901
270,10.0,SA-ScenarioApprox,0.89644
271,60.0,SA-ScenarioApprox,0.98219
272,110.0,SA-ScenarioApprox,0.96173
273,160.0,SA-ScenarioApprox,0.97358
274,210.0,SA-ScenarioApprox,0.98514
275,260.0,SA-ScenarioApprox,0.98736
276,10.0,SA-ScenarioApprox,0.86908
277,60.0,SA-ScenarioApprox,0.97613
278,110.0,SA-ScenarioApprox,0.98091
279,160.0,SA-ScenarioApprox,0.98455
280,210.0,SA-ScenarioApprox,0.98609
281,260.0,SA-ScenarioApprox,0.99072
282,10.0,SA-ScenarioApprox,0.81498
283,60.0,SA-ScenarioApprox,0.9353
284,110.0,SA-ScenarioApprox,0.9711
285,160.0,SA-ScenarioApprox,0.98334
286,210.0,SA-ScenarioApprox,0.98732
287,260.0,SA-ScenarioApprox,0.98747
288,10.0,SA-ScenarioApprox,0.8246
289,60.0,SA-ScenarioApprox,0.97599
290,110.0,SA-ScenarioApprox,0.97372
291,160.0,SA-ScenarioApprox,0.99362
292,210.0,SA-ScenarioApprox,0.98906
293,260.0,SA-ScenarioApprox,0.98207
294,10.0,SA-ScenarioApprox,0.88421
295,60.0,SA-ScenarioApprox,0.95667
296,110.0,SA-ScenarioApprox,0.97622
297,160.0,SA-ScenarioApprox,0.99193
298,210.0,SA-ScenarioApprox,0.97916
299,260.0,SA-ScenarioApprox,0.9883
300,10.0,SA-ScenarioApprox,0.77065
301,60.0,SA-ScenarioApprox,0.97057
302,110.0,SA-ScenarioApprox,0.977
303,160.0,SA-ScenarioApprox,0.96555
304,210.0,SA-ScenarioApprox,0.99422
305,260.0,SA-ScenarioApprox,0.993
306,10.0,SA-ScenarioApprox,0.89257
307,60.0,SA-ScenarioApprox,0.95568
308,110.0,SA-ScenarioApprox,0.98462
309,160.0,SA-ScenarioApprox,0.97951
310,210.0,SA-ScenarioApprox,0.98116
311,260.0,SA-ScenarioApprox,0.99249
312,10.0,SA-ScenarioApprox,0.83935
313,60.0,SA-ScenarioApprox,0.92276
314,110.0,SA-ScenarioApprox,0.98226
315,160.0,SA-ScenarioApprox,0.96816
316,210.0,SA-ScenarioApprox,0.9874
317,260.0,SA-ScenarioApprox,0.99442
318,10.0,SA-ScenarioApprox,0.88953
319,60.0,SA-ScenarioApprox,0.96058
320,110.0,SA-ScenarioApprox,0.96764
321,160.0,SA-ScenarioApprox,0.98163
322,210.0,SA-ScenarioApprox,0.98948
323,260.0,SA-ScenarioApprox,0.98988
324,10.0,SA-ScenarioApprox,0.84035
325,60.0,SA-ScenarioApprox,0.95921
326,110.0,SA-ScenarioApprox,0.98895
327,160.0,SA-ScenarioApprox,0.98177
328,210.0,SA-ScenarioApprox,0.98459
329,260.0,SA-ScenarioApprox,0.98814
330,10.0,SA-ScenarioApprox,0.89244
331,60.0,SA-ScenarioApprox,0.9196
332,110.0,SA-ScenarioApprox,0.97065
333,160.0,SA-ScenarioApprox,0.97796
334,210.0,SA-ScenarioApprox,0.98899
335,260.0,SA-ScenarioApprox,0.98947
336,10.0,SA-ScenarioApprox,0.85368
337,60.0,SA-ScenarioApprox,0.96318
338,110.0,SA-ScenarioApprox,0.97904
339,160.0,SA-ScenarioApprox,0.98083
340,210.0,SA-ScenarioApprox,0.986
341,260.0,SA-ScenarioApprox,0.99405
342,10.0,SA-ScenarioApprox,0.88159
343,60.0,SA-ScenarioApprox,0.9588
344,110.0,SA-ScenarioApprox,0.96986
345,160.0,SA-ScenarioApprox,0.97674
346,210.0,SA-ScenarioApprox,0.97848
347,260.0,SA-ScenarioApprox,0.97685
348,10.0,SA-ScenarioApprox,0.7758
349,60.0,SA-ScenarioApprox,0.95284
350,110.0,SA-ScenarioApprox,0.96838
351,160.0,SA-ScenarioApprox,0.98085
352,210.0,SA-ScenarioApprox,0.98699
353,260.0,SA-ScenarioApprox,0.99645
354,10.0,SA-ScenarioApprox,0.83377
355,60.0,SA-ScenarioApprox,0.93169
356,110.0,SA-ScenarioApprox,0.97136
357,160.0,SA-ScenarioApprox,0.98322
358,210.0,SA-ScenarioApprox,0.98255
359,260.0,SA-ScenarioApprox,0.99135
360,10.0,SA-ScenarioApprox,0.80953
361,60.0,SA-ScenarioApprox,0.95106
362,110.0,SA-ScenarioApprox,0.9637
363,160.0,SA-ScenarioApprox,0.98131
364,210.0,SA-ScenarioApprox,0.98489
365,260.0,SA-ScenarioApprox,0.97713
366,10.0,SA-ScenarioApprox,0.84963
367,60.0,SA-ScenarioApprox,0.94543
368,110.0,SA-ScenarioApprox,0.98968
369,160.0,SA-ScenarioApprox,0.98325
370,210.0,SA-ScenarioApprox,0.99334
371,260.0,SA-ScenarioApprox,0.9882
372,10.0,SA-ScenarioApprox,0.82189
373,60.0,SA-ScenarioApprox,0.9683
374,110.0,SA-ScenarioApprox,0.97523
375,160.0,SA-ScenarioApprox,0.98762
376,210.0,SA-ScenarioApprox,0.98959
377,260.0,SA-ScenarioApprox,0.98896
378,10.0,SA-ScenarioApprox,0.85212
379,60.0,SA-ScenarioApprox,0.96445
380,110.0,SA-ScenarioApprox,0.9744
381,160.0,SA-ScenarioApprox,0.9831
382,210.0,SA-ScenarioApprox,0.98164
383,260.0,SA-ScenarioApprox,0.98838
384,10.0,SA-ScenarioApprox,0.88377
385,60.0,SA-ScenarioApprox,0.94094
386,110.0,SA-ScenarioApprox,0.984
387,160.0,SA-ScenarioApprox,0.97922
388,210.0,SA-ScenarioApprox,0.9872
389,260.0,SA-ScenarioApprox,0.98256
390,10.0,SA-ScenarioApprox,0.81785
391,60.0,SA-ScenarioApprox,0.9737
392,110.0,SA-ScenarioApprox,0.9682
393,160.0,SA-ScenarioApprox,0.98667
394,210.0,SA-ScenarioApprox,0.98492
395,260.0,SA-ScenarioApprox,0.98717
396,10.0,SA-ScenarioApprox,0.86599
397,60.0,SA-ScenarioApprox,0.95005
398,110.0,SA-ScenarioApprox,0.985
399,160.0,SA-ScenarioApprox,0.98801
400,210.0,SA-ScenarioApprox,0.99087
401,260.0,SA-ScenarioApprox,0.9846
402,10.0,SA-ScenarioApprox,0.83753
403,60.0,SA-ScenarioApprox,0.96494
404,110.0,SA-ScenarioApprox,0.97263
405,160.0,SA-ScenarioApprox,0.96665
406,210.0,SA-ScenarioApprox,0.98976
407,260.0,SA-ScenarioApprox,0.99171
408,10.0,SA-ScenarioApprox,0.78752
409,60.0,SA-ScenarioApprox,0.96595
410,110.0,SA-ScenarioApprox,0.95795
411,160.0,SA-ScenarioApprox,0.9829
412,210.0,SA-ScenarioApprox,0.97099
413,260.0,SA-ScenarioApprox,0.9886
414,10.0,SA-ScenarioApprox,0.86657
415,60.0,SA-ScenarioApprox,0.97388
416,110.0,SA-ScenarioApprox,0.97891
417,160.0,SA-ScenarioApprox,0.99138
418,210.0,SA-ScenarioApprox,0.9913
419,260.0,SA-ScenarioApprox,0.99109
420,10.0,SA-ScenarioApprox,0.76632
421,60.0,SA-ScenarioApprox,0.9704
422,110.0,SA-ScenarioApprox,0.97562
423,160.0,SA-ScenarioApprox,0.98534
424,210.0,SA-ScenarioApprox,0.97806
425,260.0,SA-ScenarioApprox,0.9911
426,10.0,SA-ScenarioApprox,0.84467
427,60.0,SA-ScenarioApprox,0.98101
428,110.0,SA-ScenarioApprox,0.98161
429,160.0,SA-ScenarioApprox,0.97375
430,210.0,SA-ScenarioApprox,0.98387
431,260.0,SA-ScenarioApprox,0.97783
432,10.0,SA-ScenarioApprox,0.81444
433,60.0,SA-ScenarioApprox,0.96515
434,110.0,SA-ScenarioApprox,0.97124
435,160.0,SA-ScenarioApprox,0.97612
436,210.0,SA-ScenarioApprox,0.98453
437,260.0,SA-ScenarioApprox,0.9828
438,10.0,SA-ScenarioApprox,0.83206
439,60.0,SA-ScenarioApprox,0.95852
440,110.0,SA-ScenarioApprox,0.96917
441,160.0,SA-ScenarioApprox,0.98685
442,210.0,SA-ScenarioApprox,0.98333
443,260.0,SA-ScenarioApprox,0.99378
444,10.0,SA-ScenarioApprox,0.83699
445,60.0,SA-ScenarioApprox,0.98032
446,110.0,SA-ScenarioApprox,0.97569
447,160.0,SA-ScenarioApprox,0.98588
448,210.0,SA-ScenarioApprox,0.99007
449,260.0,SA-ScenarioApprox,0.99666
450,10.0,SA-ScenarioApprox,0.86857
451,60.0,SA-ScenarioApprox,0.95173
452,110.0,SA-ScenarioApprox,0.9766
453,160.0,SA-ScenarioApprox,0.97853
454,210.0,SA-ScenarioApprox,0.98786
455,260.0,SA-ScenarioApprox,0.98323
456,10.0,SA-ScenarioApprox,0.86418
457,60.0,SA-ScenarioApprox,0.98606
458,110.0,SA-ScenarioApprox,0.974
459,160.0,SA-ScenarioApprox,0.98869
460,210.0,SA-ScenarioApprox,0.99235
461,260.0,SA-ScenarioApprox,0.99322
462,10.0,SA-ScenarioApprox,0.84868
463,60.0,SA-ScenarioApprox,0.97415
464,110.0,SA-ScenarioApprox,0.97125
465,160.0,SA-ScenarioApprox,0.9822
466,210.0,SA-ScenarioApprox,0.97542
467,260.0,SA-ScenarioApprox,0.99046
468,10.0,SA-ScenarioApprox,0.92465
469,60.0,SA-ScenarioApprox,0.94568
470,110.0,SA-ScenarioApprox,0.98672
471,160.0,SA-ScenarioApprox,0.98911
472,210.0,SA-ScenarioApprox,0.98375
473,260.0,SA-ScenarioApprox,0.99229
474,10.0,SA-ScenarioApprox,0.90956
475,60.0,SA-ScenarioApprox,0.94545
476,110.0,SA-ScenarioApprox,0.98465
477,160.0,SA-ScenarioApprox,0.97749
478,210.0,SA-ScenarioApprox,0.98135
479,260.0,SA-ScenarioApprox,0.99178
480,10.0,SA-ScenarioApprox,0.80899
481,60.0,SA-ScenarioApprox,0.98011
482,110.0,SA-ScenarioApprox,0.96599
483,160.0,SA-ScenarioApprox,0.97796
484,210.0,SA-ScenarioApprox,0.99164
485,260.0,SA-ScenarioApprox,0.97909
486,10.0,SA-ScenarioApprox,0.84954
487,60.0,SA-ScenarioApprox,0.95663
488,110.0,SA-ScenarioApprox,0.98748
489,160.0,SA-ScenarioApprox,0.98631
490,210.0,SA-ScenarioApprox,0.9849
491,260.0,SA-ScenarioApprox,0.98957
492,10.0,SA-ScenarioApprox,0.87144
493,60.0,SA-ScenarioApprox,0.97018
494,110.0,SA-ScenarioApprox,0.95852
495,160.0,SA-ScenarioApprox,0.99095
496,210.0,SA-ScenarioApprox,0.98433
497,260.0,SA-ScenarioApprox,0.99212
498,10.0,SA-ScenarioApprox,0.86848
499,60.0,SA-ScenarioApprox,0.99117
500,110.0,SA-ScenarioApprox,0.97391
501,160.0,SA-ScenarioApprox,0.97517
502,210.0,SA-ScenarioApprox,0.98109
503,260.0,SA-ScenarioApprox,0.97957
504,10.0,SA-ScenarioApprox,0.87232
505,60.0,SA-ScenarioApprox,0.96548
506,110.0,SA-ScenarioApprox,0.97603
507,160.0,SA-ScenarioApprox,0.9761
508,210.0,SA-ScenarioApprox,0.99444
509,260.0,SA-ScenarioApprox,0.99363
