,N,Method,$\hat{\mathbb{P}}$
997,1800.0,SAO-ScenarioApproxWithO,0.9743
998,2400.0,SAO-ScenarioApproxWithO,0.9834
999,3000.0,SAO-ScenarioApproxWithO,0.98404
1000,3600.0,SAO-ScenarioApproxWithO,0.98714
1001,4200.0,SAO-ScenarioApproxWithO,0.98833
1002,4800.0,SAO-ScenarioApproxWithO,0.9877
1003,5400.0,SAO-ScenarioApproxWithO,0.99153
1004,6000.0,SAO-ScenarioApproxWithO,0.99255
1005,6600.0,SAO-ScenarioApproxWithO,0.99313
1006,7200.0,SAO-ScenarioApproxWithO,0.99417
1007,7800.0,SAO-ScenarioApproxWithO,0.9937
1008,1200.0,SAO-ScenarioApproxWithO,0.97175
1009,1800.0,SAO-ScenarioApproxWithO,0.98412
1010,2400.0,SAO-ScenarioApproxWithO,0.98283
1011,3000.0,SAO-ScenarioApproxWithO,0.9825
1012,3600.0,SAO-ScenarioApproxWithO,0.98727
1013,4200.0,SAO-ScenarioApproxWithO,0.98849
1014,4800.0,SAO-ScenarioApproxWithO,0.99148
1015,5400.0,SAO-ScenarioApproxWithO,0.99043
1016,6000.0,SAO-ScenarioApproxWithO,0.99064
1017,6600.0,SAO-ScenarioApproxWithO,0.99265
1018,7200.0,SAO-ScenarioApproxWithO,0.9924
1019,7800.0,SAO-ScenarioApproxWithO,0.99414
1020,1200.0,SAO-ScenarioApproxWithO,0.95973
1021,1800.0,SAO-ScenarioApproxWithO,0.97121
1022,2400.0,SAO-ScenarioApproxWithO,0.98324
1023,3000.0,SAO-ScenarioApproxWithO,0.98611
1024,3600.0,SAO-ScenarioApproxWithO,0.98945
1025,4200.0,SAO-ScenarioApproxWithO,0.98922
1026,4800.0,SAO-ScenarioApproxWithO,0.99181
1027,5400.0,SAO-ScenarioApproxWithO,0.99277
1028,6000.0,SAO-ScenarioApproxWithO,0.99372
1029,6600.0,SAO-ScenarioApproxWithO,0.99293
1030,7200.0,SAO-ScenarioApproxWithO,0.99462
1031,7800.0,SAO-ScenarioApproxWithO,0.99509
1032,1200.0,SAO-ScenarioApproxWithO,0.96324
1033,1800.0,SAO-ScenarioApproxWithO,0.97722
1034,2400.0,SAO-ScenarioApproxWithO,0.97954
1035,3000.0,SAO-ScenarioApproxWithO,0.98523
1036,3600.0,SAO-ScenarioApproxWithO,0.98825
1037,4200.0,SAO-ScenarioApproxWithO,0.98833
1038,4800.0,SAO-ScenarioApproxWithO,0.99036
1039,5400.0,SAO-ScenarioApproxWithO,0.99136
1040,6000.0,SAO-ScenarioApproxWithO,0.99164
1041,6600.0,SAO-ScenarioApproxWithO,0.99257
1042,7200.0,SAO-ScenarioApproxWithO,0.99547
1043,7800.0,SAO-ScenarioApproxWithO,0.99349
1044,1200.0,SAO-ScenarioApproxWithO,0.96409
1045,1800.0,SAO-ScenarioApproxWithO,0.97372
1046,2400.0,SAO-ScenarioApproxWithO,0.98342
1047,3000.0,SAO-ScenarioApproxWithO,0.98774
1048,3600.0,SAO-ScenarioApproxWithO,0.98628
1049,4200.0,SAO-ScenarioApproxWithO,0.9905
1050,4800.0,SAO-ScenarioApproxWithO,0.99164
1051,5400.0,SAO-ScenarioApproxWithO,0.99129
1052,6000.0,SAO-ScenarioApproxWithO,0.99384
1053,6600.0,SAO-ScenarioApproxWithO,0.99283
1054,7200.0,SAO-ScenarioApproxWithO,0.99384
1055,7800.0,SAO-ScenarioApproxWithO,0.99354
1056,1200.0,SAO-ScenarioApproxWithO,0.96173
1057,1800.0,SAO-ScenarioApproxWithO,0.98211
1058,2400.0,SAO-ScenarioApproxWithO,0.98168
1059,3000.0,SAO-ScenarioApproxWithO,0.9842
1060,3600.0,SAO-ScenarioApproxWithO,0.98725
1061,4200.0,SAO-ScenarioApproxWithO,0.98954
1062,4800.0,SAO-ScenarioApproxWithO,0.99063
1063,5400.0,SAO-ScenarioApproxWithO,0.98942
1064,6000.0,SAO-ScenarioApproxWithO,0.994
1065,6600.0,SAO-ScenarioApproxWithO,0.99236
1066,7200.0,SAO-ScenarioApproxWithO,0.99464
1067,7800.0,SAO-ScenarioApproxWithO,0.99304
1068,1200.0,SAO-ScenarioApproxWithO,0.96569
1069,1800.0,SAO-ScenarioApproxWithO,0.96643
1070,2400.0,SAO-ScenarioApproxWithO,0.97841
1071,3000.0,SAO-ScenarioApproxWithO,0.9872
1072,3600.0,SAO-ScenarioApproxWithO,0.98954
1073,4200.0,SAO-ScenarioApproxWithO,0.98918
1074,4800.0,SAO-ScenarioApproxWithO,0.98932
1075,5400.0,SAO-ScenarioApproxWithO,0.99272
1076,6000.0,SAO-ScenarioApproxWithO,0.99251
1077,6600.0,SAO-ScenarioApproxWithO,0.99334
1078,7200.0,SAO-ScenarioApproxWithO,0.9936
1079,7800.0,SAO-ScenarioApproxWithO,0.99444
1080,1200.0,SAO-ScenarioApproxWithO,0.96385
1081,1800.0,SAO-ScenarioApproxWithO,0.98114
1082,2400.0,SAO-ScenarioApproxWithO,0.97926
1083,3000.0,SAO-ScenarioApproxWithO,0.98614
1084,3600.0,SAO-ScenarioApproxWithO,0.98605
1085,4200.0,SAO-ScenarioApproxWithO,0.98644
1086,4800.0,SAO-ScenarioApproxWithO,0.9919
1087,5400.0,SAO-ScenarioApproxWithO,0.99036
1088,6000.0,SAO-ScenarioApproxWithO,0.99314
1089,6600.0,SAO-ScenarioApproxWithO,0.99347
1090,7200.0,SAO-ScenarioApproxWithO,0.99515
1091,7800.0,SAO-ScenarioApproxWithO,0.99368
1092,1200.0,SAO-ScenarioApproxWithO,0.96465
1093,1800.0,SAO-ScenarioApproxWithO,0.97491
1094,2400.0,SAO-ScenarioApproxWithO,0.98578
1095,3000.0,SAO-ScenarioApproxWithO,0.98743
1096,3600.0,SAO-ScenarioApproxWithO,0.98603
1097,4200.0,SAO-ScenarioApproxWithO,0.98873
1098,4800.0,SAO-ScenarioApproxWithO,0.98996
1099,5400.0,SAO-ScenarioApproxWithO,0.99219
1100,6000.0,SAO-ScenarioApproxWithO,0.9915
1101,6600.0,SAO-ScenarioApproxWithO,0.99391
1102,7200.0,SAO-ScenarioApproxWithO,0.99422
1103,7800.0,SAO-ScenarioApproxWithO,0.99466
1104,1200.0,SAO-ScenarioApproxWithO,0.96477
1105,1800.0,SAO-ScenarioApproxWithO,0.97993
1106,2400.0,SAO-ScenarioApproxWithO,0.98331
1107,3000.0,SAO-ScenarioApproxWithO,0.98673
1108,3600.0,SAO-ScenarioApproxWithO,0.9874
1109,4200.0,SAO-ScenarioApproxWithO,0.98952
1110,4800.0,SAO-ScenarioApproxWithO,0.99129
1111,5400.0,SAO-ScenarioApproxWithO,0.9947
1112,6000.0,SAO-ScenarioApproxWithO,0.99221
1113,6600.0,SAO-ScenarioApproxWithO,0.99231
1114,7200.0,SAO-ScenarioApproxWithO,0.99426
1115,7800.0,SAO-ScenarioApproxWithO,0.99393
1116,1200.0,SAO-ScenarioApproxWithO,0.96005
1117,1800.0,SAO-ScenarioApproxWithO,0.97779
1118,2400.0,SAO-ScenarioApproxWithO,0.98305
1119,3000.0,SAO-ScenarioApproxWithO,0.98565
1120,3600.0,SAO-ScenarioApproxWithO,0.98771
1121,4200.0,SAO-ScenarioApproxWithO,0.99069
1122,4800.0,SAO-ScenarioApproxWithO,0.98847
1123,5400.0,SAO-ScenarioApproxWithO,0.99158
1124,6000.0,SAO-ScenarioApproxWithO,0.99351
1125,6600.0,SAO-ScenarioApproxWithO,0.99514
1126,7200.0,SAO-ScenarioApproxWithO,0.99362
1127,7800.0,SAO-ScenarioApproxWithO,0.99227
1128,1200.0,SAO-ScenarioApproxWithO,0.971
1129,1800.0,SAO-ScenarioApproxWithO,0.97568
1130,2400.0,SAO-ScenarioApproxWithO,0.97773
1131,3000.0,SAO-ScenarioApproxWithO,0.98641
1132,3600.0,SAO-ScenarioApproxWithO,0.98682
1133,4200.0,SAO-ScenarioApproxWithO,0.9922
1134,4800.0,SAO-ScenarioApproxWithO,0.98961
1135,5400.0,SAO-ScenarioApproxWithO,0.99224
1136,6000.0,SAO-ScenarioApproxWithO,0.99237
1137,6600.0,SAO-ScenarioApproxWithO,0.99215
1138,7200.0,SAO-ScenarioApproxWithO,0.99445
1139,7800.0,SAO-ScenarioApproxWithO,0.99393
1140,1200.0,SAO-ScenarioApproxWithO,0.96021
1141,1800.0,SAO-ScenarioApproxWithO,0.97799
1142,2400.0,SAO-ScenarioApproxWithO,0.97899
1143,3000.0,SAO-ScenarioApproxWithO,0.98765
1144,3600.0,SAO-ScenarioApproxWithO,0.98982
1145,4200.0,SAO-ScenarioApproxWithO,0.9905
1146,4800.0,SAO-ScenarioApproxWithO,0.99201
1147,5400.0,SAO-ScenarioApproxWithO,0.98922
1148,6000.0,SAO-ScenarioApproxWithO,0.99272
1149,6600.0,SAO-ScenarioApproxWithO,0.99386
1150,7200.0,SAO-ScenarioApproxWithO,0.99341
1151,7800.0,SAO-ScenarioApproxWithO,0.99492
1152,1200.0,SAO-ScenarioApproxWithO,0.96923
1153,1800.0,SAO-ScenarioApproxWithO,0.97244
1154,2400.0,SAO-ScenarioApproxWithO,0.98026
1155,3000.0,SAO-ScenarioApproxWithO,0.98501
1156,3600.0,SAO-ScenarioApproxWithO,0.98637
1157,4200.0,SAO-ScenarioApproxWithO,0.99044
1158,4800.0,SAO-ScenarioApproxWithO,0.99043
1159,5400.0,SAO-ScenarioApproxWithO,0.99367
1160,6000.0,SAO-ScenarioApproxWithO,0.99259
1161,6600.0,SAO-ScenarioApproxWithO,0.99299
1162,7200.0,SAO-ScenarioApproxWithO,0.99382
1163,7800.0,SAO-ScenarioApproxWithO,0.9941
1164,1200.0,SAO-ScenarioApproxWithO,0.96772
1165,1800.0,SAO-ScenarioApproxWithO,0.97581
1166,2400.0,SAO-ScenarioApproxWithO,0.98303
1167,3000.0,SAO-ScenarioApproxWithO,0.98378
1168,3600.0,SAO-ScenarioApproxWithO,0.98994
1169,4200.0,SAO-ScenarioApproxWithO,0.99063
1170,4800.0,SAO-ScenarioApproxWithO,0.99136
1171,5400.0,SAO-ScenarioApproxWithO,0.99257
1172,6000.0,SAO-ScenarioApproxWithO,0.99121
1173,6600.0,SAO-ScenarioApproxWithO,0.99422
1174,7200.0,SAO-ScenarioApproxWithO,0.99394
1175,7800.0,SAO-ScenarioApproxWithO,0.99608
1176,1200.0,SAO-ScenarioApproxWithO,0.96374
1177,1800.0,SAO-ScenarioApproxWithO,0.97121
1178,2400.0,SAO-ScenarioApproxWithO,0.98388
1179,3000.0,SAO-ScenarioApproxWithO,0.98529
1180,3600.0,SAO-ScenarioApproxWithO,0.98787
1181,4200.0,SAO-ScenarioApproxWithO,0.98908
1182,4800.0,SAO-ScenarioApproxWithO,0.99135
1183,5400.0,SAO-ScenarioApproxWithO,0.99302
1184,6000.0,SAO-ScenarioApproxWithO,0.99301
1185,6600.0,SAO-ScenarioApproxWithO,0.99312
1186,7200.0,SAO-ScenarioApproxWithO,0.99514
1187,7800.0,SAO-ScenarioApproxWithO,0.99514
1188,1200.0,SAO-ScenarioApproxWithO,0.97019
1189,1800.0,SAO-ScenarioApproxWithO,0.97728
1190,2400.0,SAO-ScenarioApproxWithO,0.9824
1191,3000.0,SAO-ScenarioApproxWithO,0.98566
1192,3600.0,SAO-ScenarioApproxWithO,0.99094
1193,4200.0,SAO-ScenarioApproxWithO,0.99107
1194,4800.0,SAO-ScenarioApproxWithO,0.99304
1195,5400.0,SAO-ScenarioApproxWithO,0.99179
1196,6000.0,SAO-ScenarioApproxWithO,0.99311
1197,6600.0,SAO-ScenarioApproxWithO,0.99188
1198,7200.0,SAO-ScenarioApproxWithO,0.99349
1199,7800.0,SAO-ScenarioApproxWithO,0.9922
0,1200.0,SA-ScenarioApprox,0.96565
1,1800.0,SA-ScenarioApprox,0.97741
2,2400.0,SA-ScenarioApprox,0.98548
3,3000.0,SA-ScenarioApprox,0.98394
4,3600.0,SA-ScenarioApprox,0.98673
5,4200.0,SA-ScenarioApprox,0.98848
6,4800.0,SA-ScenarioApprox,0.98977
7,5400.0,SA-ScenarioApprox,0.99235
8,6000.0,SA-ScenarioApprox,0.99183
9,6600.0,SA-ScenarioApprox,0.99213
10,7200.0,SA-ScenarioApprox,0.99379
11,7800.0,SA-ScenarioApprox,0.99413
12,1200.0,SA-ScenarioApprox,0.96242
13,1800.0,SA-ScenarioApprox,0.97847
14,2400.0,SA-ScenarioApprox,0.98397
15,3000.0,SA-ScenarioApprox,0.9851
16,3600.0,SA-ScenarioApprox,0.98822
17,4200.0,SA-ScenarioApprox,0.98775
18,4800.0,SA-ScenarioApprox,0.99154
19,5400.0,SA-ScenarioApprox,0.99057
20,6000.0,SA-ScenarioApprox,0.99094
21,6600.0,SA-ScenarioApprox,0.99255
22,7200.0,SA-ScenarioApprox,0.99321
23,7800.0,SA-ScenarioApprox,0.99351
24,1200.0,SA-ScenarioApprox,0.96238
25,1800.0,SA-ScenarioApprox,0.97636
26,2400.0,SA-ScenarioApprox,0.97934
27,3000.0,SA-ScenarioApprox,0.98784
28,3600.0,SA-ScenarioApprox,0.98768
29,4200.0,SA-ScenarioApprox,0.98958
30,4800.0,SA-ScenarioApprox,0.99201
31,5400.0,SA-ScenarioApprox,0.99267
32,6000.0,SA-ScenarioApprox,0.99308
33,6600.0,SA-ScenarioApprox,0.99241
34,7200.0,SA-ScenarioApprox,0.99321
35,7800.0,SA-ScenarioApprox,0.99523
36,1200.0,SA-ScenarioApprox,0.96717
37,1800.0,SA-ScenarioApprox,0.9803
38,2400.0,SA-ScenarioApprox,0.98118
39,3000.0,SA-ScenarioApprox,0.9836
40,3600.0,SA-ScenarioApprox,0.98702
41,4200.0,SA-ScenarioApprox,0.98827
42,4800.0,SA-ScenarioApprox,0.99145
43,5400.0,SA-ScenarioApprox,0.99095
44,6000.0,SA-ScenarioApprox,0.99254
45,6600.0,SA-ScenarioApprox,0.99328
46,7200.0,SA-ScenarioApprox,0.99321
47,7800.0,SA-ScenarioApprox,0.99432
48,1200.0,SA-ScenarioApprox,0.97244
49,1800.0,SA-ScenarioApprox,0.96671
50,2400.0,SA-ScenarioApprox,0.97886
51,3000.0,SA-ScenarioApprox,0.98514
52,3600.0,SA-ScenarioApprox,0.98903
53,4200.0,SA-ScenarioApprox,0.98839
54,4800.0,SA-ScenarioApprox,0.99016
55,5400.0,SA-ScenarioApprox,0.99179
56,6000.0,SA-ScenarioApprox,0.9941
57,6600.0,SA-ScenarioApprox,0.99238
58,7200.0,SA-ScenarioApprox,0.99435
59,7800.0,SA-ScenarioApprox,0.99456
60,1200.0,SA-ScenarioApprox,0.9667
61,1800.0,SA-ScenarioApprox,0.97562
62,2400.0,SA-ScenarioApprox,0.9852
63,3000.0,SA-ScenarioApprox,0.98334
64,3600.0,SA-ScenarioApprox,0.98864
65,4200.0,SA-ScenarioApprox,0.98871
66,4800.0,SA-ScenarioApprox,0.9917
67,5400.0,SA-ScenarioApprox,0.99278
68,6000.0,SA-ScenarioApprox,0.99416
69,6600.0,SA-ScenarioApprox,0.99288
70,7200.0,SA-ScenarioApprox,0.99509
71,7800.0,SA-ScenarioApprox,0.99455
72,1200.0,SA-ScenarioApprox,0.96297
73,1800.0,SA-ScenarioApprox,0.97897
74,2400.0,SA-ScenarioApprox,0.98343
75,3000.0,SA-ScenarioApprox,0.98474
76,3600.0,SA-ScenarioApprox,0.98794
77,4200.0,SA-ScenarioApprox,0.99236
78,4800.0,SA-ScenarioApprox,0.98927
79,5400.0,SA-ScenarioApprox,0.99415
80,6000.0,SA-ScenarioApprox,0.99379
81,6600.0,SA-ScenarioApprox,0.9935
82,7200.0,SA-ScenarioApprox,0.99175
83,7800.0,SA-ScenarioApprox,0.99535
84,1200.0,SA-ScenarioApprox,0.96428
85,1800.0,SA-ScenarioApprox,0.97431
86,2400.0,SA-ScenarioApprox,0.9821
87,3000.0,SA-ScenarioApprox,0.98301
88,3600.0,SA-ScenarioApprox,0.98942
89,4200.0,SA-ScenarioApprox,0.98917
90,4800.0,SA-ScenarioApprox,0.98724
91,5400.0,SA-ScenarioApprox,0.99083
92,6000.0,SA-ScenarioApprox,0.99113
93,6600.0,SA-ScenarioApprox,0.99223
94,7200.0,SA-ScenarioApprox,0.99484
95,7800.0,SA-ScenarioApprox,0.99405
96,1200.0,SA-ScenarioApprox,0.96127
97,1800.0,SA-ScenarioApprox,0.97
98,2400.0,SA-ScenarioApprox,0.97544
99,3000.0,SA-ScenarioApprox,0.98697
100,3600.0,SA-ScenarioApprox,0.98901
101,4200.0,SA-ScenarioApprox,0.99154
102,4800.0,SA-ScenarioApprox,0.99117
103,5400.0,SA-ScenarioApprox,0.99257
104,6000.0,SA-ScenarioApprox,0.99126
105,6600.0,SA-ScenarioApprox,0.99312
106,7200.0,SA-ScenarioApprox,0.99333
107,7800.0,SA-ScenarioApprox,0.99447
108,1200.0,SA-ScenarioApprox,0.96644
109,1800.0,SA-ScenarioApprox,0.98024
110,2400.0,SA-ScenarioApprox,0.98112
111,3000.0,SA-ScenarioApprox,0.98825
112,3600.0,SA-ScenarioApprox,0.988
113,4200.0,SA-ScenarioApprox,0.99075
114,4800.0,SA-ScenarioApprox,0.9898
115,5400.0,SA-ScenarioApprox,0.99171
116,6000.0,SA-ScenarioApprox,0.99338
117,6600.0,SA-ScenarioApprox,0.99448
118,7200.0,SA-ScenarioApprox,0.99441
119,7800.0,SA-ScenarioApprox,0.99539
120,1200.0,SA-ScenarioApprox,0.96535
121,1800.0,SA-ScenarioApprox,0.97365
122,2400.0,SA-ScenarioApprox,0.98341
123,3000.0,SA-ScenarioApprox,0.986
124,3600.0,SA-ScenarioApprox,0.98701
125,4200.0,SA-ScenarioApprox,0.98902
126,4800.0,SA-ScenarioApprox,0.9906
127,5400.0,SA-ScenarioApprox,0.99192
128,6000.0,SA-ScenarioApprox,0.99139
129,6600.0,SA-ScenarioApprox,0.99242
130,7200.0,SA-ScenarioApprox,0.99407
131,7800.0,SA-ScenarioApprox,0.99329
132,1200.0,SA-ScenarioApprox,0.96161
133,1800.0,SA-ScenarioApprox,0.97582
134,2400.0,SA-ScenarioApprox,0.98154
135,3000.0,SA-ScenarioApprox,0.98657
136,3600.0,SA-ScenarioApprox,0.98833
137,4200.0,SA-ScenarioApprox,0.99042
138,4800.0,SA-ScenarioApprox,0.99083
139,5400.0,SA-ScenarioApprox,0.99127
140,6000.0,SA-ScenarioApprox,0.99271
141,6600.0,SA-ScenarioApprox,0.99291
142,7200.0,SA-ScenarioApprox,0.9934
143,7800.0,SA-ScenarioApprox,0.99435
144,1200.0,SA-ScenarioApprox,0.95613
145,1800.0,SA-ScenarioApprox,0.97786
146,2400.0,SA-ScenarioApprox,0.98235
147,3000.0,SA-ScenarioApprox,0.98483
148,3600.0,SA-ScenarioApprox,0.98879
149,4200.0,SA-ScenarioApprox,0.9903
150,4800.0,SA-ScenarioApprox,0.99232
151,5400.0,SA-ScenarioApprox,0.99286
152,6000.0,SA-ScenarioApprox,0.99408
153,6600.0,SA-ScenarioApprox,0.99336
154,7200.0,SA-ScenarioApprox,0.9942
155,7800.0,SA-ScenarioApprox,0.99478
156,1200.0,SA-ScenarioApprox,0.95693
157,1800.0,SA-ScenarioApprox,0.97888
158,2400.0,SA-ScenarioApprox,0.98205
159,3000.0,SA-ScenarioApprox,0.98441
160,3600.0,SA-ScenarioApprox,0.98923
161,4200.0,SA-ScenarioApprox,0.99112
162,4800.0,SA-ScenarioApprox,0.99272
163,5400.0,SA-ScenarioApprox,0.9916
164,6000.0,SA-ScenarioApprox,0.9939
165,6600.0,SA-ScenarioApprox,0.99414
166,7200.0,SA-ScenarioApprox,0.99222
167,7800.0,SA-ScenarioApprox,0.99501
168,1200.0,SA-ScenarioApprox,0.96296
169,1800.0,SA-ScenarioApprox,0.96991
170,2400.0,SA-ScenarioApprox,0.98066
171,3000.0,SA-ScenarioApprox,0.98888
172,3600.0,SA-ScenarioApprox,0.98792
173,4200.0,SA-ScenarioApprox,0.99013
174,4800.0,SA-ScenarioApprox,0.99002
175,5400.0,SA-ScenarioApprox,0.99363
176,6000.0,SA-ScenarioApprox,0.99431
177,6600.0,SA-ScenarioApprox,0.99246
178,7200.0,SA-ScenarioApprox,0.99309
179,7800.0,SA-ScenarioApprox,0.99497
180,1200.0,SA-ScenarioApprox,0.9637
181,1800.0,SA-ScenarioApprox,0.97429
182,2400.0,SA-ScenarioApprox,0.97754
183,3000.0,SA-ScenarioApprox,0.98544
184,3600.0,SA-ScenarioApprox,0.98893
185,4200.0,SA-ScenarioApprox,0.9848
186,4800.0,SA-ScenarioApprox,0.99106
187,5400.0,SA-ScenarioApprox,0.99217
188,6000.0,SA-ScenarioApprox,0.99403
189,6600.0,SA-ScenarioApprox,0.99444
190,7200.0,SA-ScenarioApprox,0.99285
191,7800.0,SA-ScenarioApprox,0.99281
192,1200.0,SA-ScenarioApprox,0.96394
193,1800.0,SA-ScenarioApprox,0.97132
194,2400.0,SA-ScenarioApprox,0.9824
195,3000.0,SA-ScenarioApprox,0.98634
196,3600.0,SA-ScenarioApprox,0.98859
197,4200.0,SA-ScenarioApprox,0.9882
198,4800.0,SA-ScenarioApprox,0.9908
199,5400.0,SA-ScenarioApprox,0.99204
200,6000.0,SA-ScenarioApprox,0.99286
201,6600.0,SA-ScenarioApprox,0.99282
202,7200.0,SA-ScenarioApprox,0.99492
203,7800.0,SA-ScenarioApprox,0.99548
204,1200.0,SA-ScenarioApprox,0.96618
205,1800.0,SA-ScenarioApprox,0.98037
206,2400.0,SA-ScenarioApprox,0.98223
207,3000.0,SA-ScenarioApprox,0.98656
208,3600.0,SA-ScenarioApprox,0.98927
209,4200.0,SA-ScenarioApprox,0.98976
210,4800.0,SA-ScenarioApprox,0.99202
211,5400.0,SA-ScenarioApprox,0.99111
212,6000.0,SA-ScenarioApprox,0.99263
213,6600.0,SA-ScenarioApprox,0.99467
214,7200.0,SA-ScenarioApprox,0.99396
215,7800.0,SA-ScenarioApprox,0.99423
216,1200.0,SA-ScenarioApprox,0.95712
217,1800.0,SA-ScenarioApprox,0.97967
218,2400.0,SA-ScenarioApprox,0.98194
219,3000.0,SA-ScenarioApprox,0.9852
220,3600.0,SA-ScenarioApprox,0.99135
221,4200.0,SA-ScenarioApprox,0.99109
222,4800.0,SA-ScenarioApprox,0.99185
223,5400.0,SA-ScenarioApprox,0.99237
224,6000.0,SA-ScenarioApprox,0.99345
225,6600.0,SA-ScenarioApprox,0.99314
226,7200.0,SA-ScenarioApprox,0.99477
227,7800.0,SA-ScenarioApprox,0.99487
228,1200.0,SA-ScenarioApprox,0.96605
229,1800.0,SA-ScenarioApprox,0.98157
230,2400.0,SA-ScenarioApprox,0.98298
231,3000.0,SA-ScenarioApprox,0.98365
232,3600.0,SA-ScenarioApprox,0.9887
233,4200.0,SA-ScenarioApprox,0.99102
234,4800.0,SA-ScenarioApprox,0.99367
235,5400.0,SA-ScenarioApprox,0.99243
236,6000.0,SA-ScenarioApprox,0.99332
237,6600.0,SA-ScenarioApprox,0.99326
238,7200.0,SA-ScenarioApprox,0.99355
239,7800.0,SA-ScenarioApprox,0.99405
240,1200.0,SA-ScenarioApprox,0.96655
241,1800.0,SA-ScenarioApprox,0.97612
242,2400.0,SA-ScenarioApprox,0.98144
243,3000.0,SA-ScenarioApprox,0.98499
244,3600.0,SA-ScenarioApprox,0.98775
245,4200.0,SA-ScenarioApprox,0.98999
246,4800.0,SA-ScenarioApprox,0.99023
247,5400.0,SA-ScenarioApprox,0.9923
248,6000.0,SA-ScenarioApprox,0.99226
249,6600.0,SA-ScenarioApprox,0.99344
250,7200.0,SA-ScenarioApprox,0.99456
251,7800.0,SA-ScenarioApprox,0.99434
252,1200.0,SA-ScenarioApprox,0.96374
253,1800.0,SA-ScenarioApprox,0.97487
254,2400.0,SA-ScenarioApprox,0.97956
255,3000.0,SA-ScenarioApprox,0.98548
256,3600.0,SA-ScenarioApprox,0.98737
257,4200.0,SA-ScenarioApprox,0.9903
258,4800.0,SA-ScenarioApprox,0.99276
259,5400.0,SA-ScenarioApprox,0.99304
260,6000.0,SA-ScenarioApprox,0.99231
261,6600.0,SA-ScenarioApprox,0.99338
262,7200.0,SA-ScenarioApprox,0.99355
263,7800.0,SA-ScenarioApprox,0.99413
264,1200.0,SA-ScenarioApprox,0.96891
265,1800.0,SA-ScenarioApprox,0.97528
266,2400.0,SA-ScenarioApprox,0.9838
267,3000.0,SA-ScenarioApprox,0.98531
268,3600.0,SA-ScenarioApprox,0.98657
269,4200.0,SA-ScenarioApprox,0.98991
270,4800.0,SA-ScenarioApprox,0.98998
271,5400.0,SA-ScenarioApprox,0.9942
272,6000.0,SA-ScenarioApprox,0.99267
273,6600.0,SA-ScenarioApprox,0.99488
274,7200.0,SA-ScenarioApprox,0.99533
275,7800.0,SA-ScenarioApprox,0.99599
276,1200.0,SA-ScenarioApprox,0.96225
277,1800.0,SA-ScenarioApprox,0.9733
278,2400.0,SA-ScenarioApprox,0.97947
279,3000.0,SA-ScenarioApprox,0.98718
280,3600.0,SA-ScenarioApprox,0.98923
281,4200.0,SA-ScenarioApprox,0.98977
282,4800.0,SA-ScenarioApprox,0.99187
283,5400.0,SA-ScenarioApprox,0.99232
284,6000.0,SA-ScenarioApprox,0.99207
285,6600.0,SA-ScenarioApprox,0.99468
286,7200.0,SA-ScenarioApprox,0.99239
287,7800.0,SA-ScenarioApprox,0.99404
288,1200.0,SA-ScenarioApprox,0.9707
289,1800.0,SA-ScenarioApprox,0.97678
290,2400.0,SA-ScenarioApprox,0.98044
291,3000.0,SA-ScenarioApprox,0.98602
292,3600.0,SA-ScenarioApprox,0.99019
293,4200.0,SA-ScenarioApprox,0.99037
294,4800.0,SA-ScenarioApprox,0.98852
295,5400.0,SA-ScenarioApprox,0.98989
296,6000.0,SA-ScenarioApprox,0.99192
297,6600.0,SA-ScenarioApprox,0.99379
298,7200.0,SA-ScenarioApprox,0.99304
299,7800.0,SA-ScenarioApprox,0.99527
300,1200.0,SA-ScenarioApprox,0.9676
301,1800.0,SA-ScenarioApprox,0.9771
302,2400.0,SA-ScenarioApprox,0.97744
303,3000.0,SA-ScenarioApprox,0.98514
304,3600.0,SA-ScenarioApprox,0.98806
305,4200.0,SA-ScenarioApprox,0.98967
306,4800.0,SA-ScenarioApprox,0.99124
307,5400.0,SA-ScenarioApprox,0.99194
308,6000.0,SA-ScenarioApprox,0.99171
309,6600.0,SA-ScenarioApprox,0.99448
310,7200.0,SA-ScenarioApprox,0.99316
311,7800.0,SA-ScenarioApprox,0.994
312,1200.0,SA-ScenarioApprox,0.96938
313,1800.0,SA-ScenarioApprox,0.9746
314,2400.0,SA-ScenarioApprox,0.98201
315,3000.0,SA-ScenarioApprox,0.98805
316,3600.0,SA-ScenarioApprox,0.98839
317,4200.0,SA-ScenarioApprox,0.98909
318,4800.0,SA-ScenarioApprox,0.99236
319,5400.0,SA-ScenarioApprox,0.99109
320,6000.0,SA-ScenarioApprox,0.99236
321,6600.0,SA-ScenarioApprox,0.99344
322,7200.0,SA-ScenarioApprox,0.99367
323,7800.0,SA-ScenarioApprox,0.99462
324,1200.0,SA-ScenarioApprox,0.96397
325,1800.0,SA-ScenarioApprox,0.97669
326,2400.0,SA-ScenarioApprox,0.98347
327,3000.0,SA-ScenarioApprox,0.98574
328,3600.0,SA-ScenarioApprox,0.98633
329,4200.0,SA-ScenarioApprox,0.98849
330,4800.0,SA-ScenarioApprox,0.98981
331,5400.0,SA-ScenarioApprox,0.99317
332,6000.0,SA-ScenarioApprox,0.99013
333,6600.0,SA-ScenarioApprox,0.99373
334,7200.0,SA-ScenarioApprox,0.99496
335,7800.0,SA-ScenarioApprox,0.99446
336,1200.0,SA-ScenarioApprox,0.96519
