,N,Method,$\hat{\mathbb{P}}$
470,110.0,SA-ScenarioApprox,0.96944
471,160.0,SA-ScenarioApprox,0.96126
472,210.0,SA-ScenarioApprox,0.97433
473,260.0,SA-ScenarioApprox,0.98752
474,10.0,SA-ScenarioApprox,0.41797
475,60.0,SA-ScenarioApprox,0.9067
476,110.0,SA-ScenarioApprox,0.96827
477,160.0,SA-ScenarioApprox,0.96812
478,210.0,SA-ScenarioApprox,0.97568
479,260.0,SA-ScenarioApprox,0.98125
480,10.0,SA-ScenarioApprox,0.67726
481,60.0,SA-ScenarioApprox,0.86684
482,110.0,SA-ScenarioApprox,0.97669
483,160.0,SA-ScenarioApprox,0.97566
484,210.0,SA-ScenarioApprox,0.97989
485,260.0,SA-ScenarioApprox,0.97095
486,10.0,SA-ScenarioApprox,0.548
487,60.0,SA-ScenarioApprox,0.93781
488,110.0,SA-ScenarioApprox,0.975
489,160.0,SA-ScenarioApprox,0.97046
490,210.0,SA-ScenarioApprox,0.98673
491,260.0,SA-ScenarioApprox,0.98098
492,10.0,SA-ScenarioApprox,0.72717
493,60.0,SA-ScenarioApprox,0.9399
494,110.0,SA-ScenarioApprox,0.94371
495,160.0,SA-ScenarioApprox,0.9802
496,210.0,SA-ScenarioApprox,0.97443
497,260.0,SA-ScenarioApprox,0.97595
498,10.0,SA-ScenarioApprox,0.67387
499,60.0,SA-ScenarioApprox,0.96245
500,110.0,SA-ScenarioApprox,0.94639
501,160.0,SA-ScenarioApprox,0.98393
502,210.0,SA-ScenarioApprox,0.9832
503,260.0,SA-ScenarioApprox,0.99018
504,10.0,SA-ScenarioApprox,0.61934
505,60.0,SA-ScenarioApprox,0.92821
506,110.0,SA-ScenarioApprox,0.964
507,160.0,SA-ScenarioApprox,0.97568
508,210.0,SA-ScenarioApprox,0.97297
509,260.0,SA-ScenarioApprox,0.99241
510,10.0,SA-ScenarioApprox,0.4281
511,60.0,SA-ScenarioApprox,0.92492
512,110.0,SA-ScenarioApprox,0.98632
513,160.0,SA-ScenarioApprox,0.97764
514,210.0,SA-ScenarioApprox,0.98929
515,260.0,SA-ScenarioApprox,0.97379
516,10.0,SA-ScenarioApprox,0.77955
517,60.0,SA-ScenarioApprox,0.91161
518,110.0,SA-ScenarioApprox,0.9546
519,160.0,SA-ScenarioApprox,0.97714
520,210.0,SA-ScenarioApprox,0.98033
521,260.0,SA-ScenarioApprox,0.98338
522,10.0,SA-ScenarioApprox,0.7673
523,60.0,SA-ScenarioApprox,0.89094
524,110.0,SA-ScenarioApprox,0.94674
525,160.0,SA-ScenarioApprox,0.97264
526,210.0,SA-ScenarioApprox,0.98498
527,260.0,SA-ScenarioApprox,0.98991
528,10.0,SA-ScenarioApprox,0.77244
529,60.0,SA-ScenarioApprox,0.9667
530,110.0,SA-ScenarioApprox,0.98133
531,160.0,SA-ScenarioApprox,0.98156
532,210.0,SA-ScenarioApprox,0.96475
533,260.0,SA-ScenarioApprox,0.98615
534,10.0,SA-ScenarioApprox,0.66911
535,60.0,SA-ScenarioApprox,0.93722
536,110.0,SA-ScenarioApprox,0.97614
537,160.0,SA-ScenarioApprox,0.9807
538,210.0,SA-ScenarioApprox,0.98005
539,260.0,SA-ScenarioApprox,0.99098
540,10.0,SA-ScenarioApprox,0.6223
541,60.0,SA-ScenarioApprox,0.94739
542,110.0,SA-ScenarioApprox,0.97121
543,160.0,SA-ScenarioApprox,0.98357
544,210.0,SA-ScenarioApprox,0.9937
545,260.0,SA-ScenarioApprox,0.97909
546,10.0,SA-ScenarioApprox,0.63645
547,60.0,SA-ScenarioApprox,0.9245
548,110.0,SA-ScenarioApprox,0.95848
549,160.0,SA-ScenarioApprox,0.97568
550,210.0,SA-ScenarioApprox,0.98402
551,260.0,SA-ScenarioApprox,0.96918
552,10.0,SA-ScenarioApprox,0.73033
553,60.0,SA-ScenarioApprox,0.92558
554,110.0,SA-ScenarioApprox,0.95912
555,160.0,SA-ScenarioApprox,0.97504
556,210.0,SA-ScenarioApprox,0.9676
557,260.0,SA-ScenarioApprox,0.97698
558,10.0,SA-ScenarioApprox,0.78997
559,60.0,SA-ScenarioApprox,0.94148
560,110.0,SA-ScenarioApprox,0.97853
561,160.0,SA-ScenarioApprox,0.98726
562,210.0,SA-ScenarioApprox,0.96722
563,260.0,SA-ScenarioApprox,0.98583
564,10.0,SA-ScenarioApprox,0.72005
565,60.0,SA-ScenarioApprox,0.96602
566,110.0,SA-ScenarioApprox,0.95585
567,160.0,SA-ScenarioApprox,0.97434
568,210.0,SA-ScenarioApprox,0.98956
569,260.0,SA-ScenarioApprox,0.98735
570,10.0,SA-ScenarioApprox,0.79129
571,60.0,SA-ScenarioApprox,0.94862
572,110.0,SA-ScenarioApprox,0.9667
573,160.0,SA-ScenarioApprox,0.92768
574,210.0,SA-ScenarioApprox,0.97099
575,260.0,SA-ScenarioApprox,0.98491
576,10.0,SA-ScenarioApprox,0.64336
577,60.0,SA-ScenarioApprox,0.84385
578,110.0,SA-ScenarioApprox,0.97144
579,160.0,SA-ScenarioApprox,0.97098
580,210.0,SA-ScenarioApprox,0.98346
581,260.0,SA-ScenarioApprox,0.97744
582,10.0,SA-ScenarioApprox,0.73895
583,60.0,SA-ScenarioApprox,0.9112
584,110.0,SA-ScenarioApprox,0.94703
585,160.0,SA-ScenarioApprox,0.98258
586,210.0,SA-ScenarioApprox,0.97872
587,260.0,SA-ScenarioApprox,0.98611
588,10.0,SA-ScenarioApprox,0.40489
589,60.0,SA-ScenarioApprox,0.98044
590,110.0,SA-ScenarioApprox,0.98507
591,160.0,SA-ScenarioApprox,0.98218
592,210.0,SA-ScenarioApprox,0.98473
593,260.0,SA-ScenarioApprox,0.98624
594,10.0,SA-ScenarioApprox,0.51091
595,60.0,SA-ScenarioApprox,0.91651
596,110.0,SA-ScenarioApprox,0.92654
597,160.0,SA-ScenarioApprox,0.96676
598,210.0,SA-ScenarioApprox,0.98424
599,260.0,SA-ScenarioApprox,0.97127
0,10.0,SAIS-ScenarioApproxImportanceSampling,0.63404
1,60.0,SAIS-ScenarioApproxImportanceSampling,0.98831
2,110.0,SAIS-ScenarioApproxImportanceSampling,0.98855
3,160.0,SAIS-ScenarioApproxImportanceSampling,0.9949
4,210.0,SAIS-ScenarioApproxImportanceSampling,0.98785
5,260.0,SAIS-ScenarioApproxImportanceSampling,0.9945
6,10.0,SAIS-ScenarioApproxImportanceSampling,0.89849
7,60.0,SAIS-ScenarioApproxImportanceSampling,0.97681
8,110.0,SAIS-ScenarioApproxImportanceSampling,0.98246
9,160.0,SAIS-ScenarioApproxImportanceSampling,0.99378
10,210.0,SAIS-ScenarioApproxImportanceSampling,0.9843
11,260.0,SAIS-ScenarioApproxImportanceSampling,0.99277
12,10.0,SAIS-ScenarioApproxImportanceSampling,0.66301
13,60.0,SAIS-ScenarioApproxImportanceSampling,0.97598
14,110.0,SAIS-ScenarioApproxImportanceSampling,0.98315
15,160.0,SAIS-ScenarioApproxImportanceSampling,0.99109
16,210.0,SAIS-ScenarioApproxImportanceSampling,0.99186
17,260.0,SAIS-ScenarioApproxImportanceSampling,0.99647
18,10.0,SAIS-ScenarioApproxImportanceSampling,0.35952
19,60.0,SAIS-ScenarioApproxImportanceSampling,0.99109
20,110.0,SAIS-ScenarioApproxImportanceSampling,0.99554
21,160.0,SAIS-ScenarioApproxImportanceSampling,0.98672
22,210.0,SAIS-ScenarioApproxImportanceSampling,0.99241
23,260.0,SAIS-ScenarioApproxImportanceSampling,0.99201
24,10.0,SAIS-ScenarioApproxImportanceSampling,0.8684
25,60.0,SAIS-ScenarioApproxImportanceSampling,0.98557
26,110.0,SAIS-ScenarioApproxImportanceSampling,0.99162
27,160.0,SAIS-ScenarioApproxImportanceSampling,0.99586
28,210.0,SAIS-ScenarioApproxImportanceSampling,0.99263
29,260.0,SAIS-ScenarioApproxImportanceSampling,0.99407
30,10.0,SAIS-ScenarioApproxImportanceSampling,0.88438
31,60.0,SAIS-ScenarioApproxImportanceSampling,0.96518
32,110.0,SAIS-ScenarioApproxImportanceSampling,0.98108
33,160.0,SAIS-ScenarioApproxImportanceSampling,0.99186
34,210.0,SAIS-ScenarioApproxImportanceSampling,0.98562
35,260.0,SAIS-ScenarioApproxImportanceSampling,0.99054
36,10.0,SAIS-ScenarioApproxImportanceSampling,0.7305
37,60.0,SAIS-ScenarioApproxImportanceSampling,0.95552
38,110.0,SAIS-ScenarioApproxImportanceSampling,0.99514
39,160.0,SAIS-ScenarioApproxImportanceSampling,0.99359
40,210.0,SAIS-ScenarioApproxImportanceSampling,0.98349
41,260.0,SAIS-ScenarioApproxImportanceSampling,0.99574
42,10.0,SAIS-ScenarioApproxImportanceSampling,0.72461
43,60.0,SAIS-ScenarioApproxImportanceSampling,0.95518
44,110.0,SAIS-ScenarioApproxImportanceSampling,0.98298
45,160.0,SAIS-ScenarioApproxImportanceSampling,0.99203
46,210.0,SAIS-ScenarioApproxImportanceSampling,0.99569
47,260.0,SAIS-ScenarioApproxImportanceSampling,0.98982
48,10.0,SAIS-ScenarioApproxImportanceSampling,0.92279
49,60.0,SAIS-ScenarioApproxImportanceSampling,0.98078
50,110.0,SAIS-ScenarioApproxImportanceSampling,0.99312
51,160.0,SAIS-ScenarioApproxImportanceSampling,0.99179
52,210.0,SAIS-ScenarioApproxImportanceSampling,0.9947
53,260.0,SAIS-ScenarioApproxImportanceSampling,0.99529
54,10.0,SAIS-ScenarioApproxImportanceSampling,0.84836
55,60.0,SAIS-ScenarioApproxImportanceSampling,0.98862
56,110.0,SAIS-ScenarioApproxImportanceSampling,0.9755
57,160.0,SAIS-ScenarioApproxImportanceSampling,0.98869
58,210.0,SAIS-ScenarioApproxImportanceSampling,0.99335
59,260.0,SAIS-ScenarioApproxImportanceSampling,0.98988
60,10.0,SAIS-ScenarioApproxImportanceSampling,0.69695
61,60.0,SAIS-ScenarioApproxImportanceSampling,0.97313
62,110.0,SAIS-ScenarioApproxImportanceSampling,0.97955
63,160.0,SAIS-ScenarioApproxImportanceSampling,0.98515
64,210.0,SAIS-ScenarioApproxImportanceSampling,0.99668
65,260.0,SAIS-ScenarioApproxImportanceSampling,0.99728
66,10.0,SAIS-ScenarioApproxImportanceSampling,0.78271
67,60.0,SAIS-ScenarioApproxImportanceSampling,0.96506
68,110.0,SAIS-ScenarioApproxImportanceSampling,0.93976
69,160.0,SAIS-ScenarioApproxImportanceSampling,0.98826
70,210.0,SAIS-ScenarioApproxImportanceSampling,0.99171
71,260.0,SAIS-ScenarioApproxImportanceSampling,0.9937
72,10.0,SAIS-ScenarioApproxImportanceSampling,0.72497
73,60.0,SAIS-ScenarioApproxImportanceSampling,0.97934
74,110.0,SAIS-ScenarioApproxImportanceSampling,0.97106
75,160.0,SAIS-ScenarioApproxImportanceSampling,0.9861
76,210.0,SAIS-ScenarioApproxImportanceSampling,0.99334
77,260.0,SAIS-ScenarioApproxImportanceSampling,0.99328
78,10.0,SAIS-ScenarioApproxImportanceSampling,0.84137
79,60.0,SAIS-ScenarioApproxImportanceSampling,0.97616
80,110.0,SAIS-ScenarioApproxImportanceSampling,0.99773
81,160.0,SAIS-ScenarioApproxImportanceSampling,0.98807
82,210.0,SAIS-ScenarioApproxImportanceSampling,0.98289
83,260.0,SAIS-ScenarioApproxImportanceSampling,0.99798
84,10.0,SAIS-ScenarioApproxImportanceSampling,0.78147
85,60.0,SAIS-ScenarioApproxImportanceSampling,0.97148
86,110.0,SAIS-ScenarioApproxImportanceSampling,0.99308
87,160.0,SAIS-ScenarioApproxImportanceSampling,0.99468
88,210.0,SAIS-ScenarioApproxImportanceSampling,0.99008
89,260.0,SAIS-ScenarioApproxImportanceSampling,0.99562
90,10.0,SAIS-ScenarioApproxImportanceSampling,0.91573
91,60.0,SAIS-ScenarioApproxImportanceSampling,0.97296
92,110.0,SAIS-ScenarioApproxImportanceSampling,0.99007
93,160.0,SAIS-ScenarioApproxImportanceSampling,0.98807
94,210.0,SAIS-ScenarioApproxImportanceSampling,0.99292
95,260.0,SAIS-ScenarioApproxImportanceSampling,0.99859
96,10.0,SAIS-ScenarioApproxImportanceSampling,0.94566
97,60.0,SAIS-ScenarioApproxImportanceSampling,0.97336
98,110.0,SAIS-ScenarioApproxImportanceSampling,0.97424
99,160.0,SAIS-ScenarioApproxImportanceSampling,0.98725
100,210.0,SAIS-ScenarioApproxImportanceSampling,0.98809
101,260.0,SAIS-ScenarioApproxImportanceSampling,0.99196
102,10.0,SAIS-ScenarioApproxImportanceSampling,0.8117
103,60.0,SAIS-ScenarioApproxImportanceSampling,0.97414
104,110.0,SAIS-ScenarioApproxImportanceSampling,0.97044
105,160.0,SAIS-ScenarioApproxImportanceSampling,0.98535
106,210.0,SAIS-ScenarioApproxImportanceSampling,0.99315
107,260.0,SAIS-ScenarioApproxImportanceSampling,0.99355
108,10.0,SAIS-ScenarioApproxImportanceSampling,0.86493
109,60.0,SAIS-ScenarioApproxImportanceSampling,0.93613
110,110.0,SAIS-ScenarioApproxImportanceSampling,0.988
111,160.0,SAIS-ScenarioApproxImportanceSampling,0.99279
112,210.0,SAIS-ScenarioApproxImportanceSampling,0.99421
113,260.0,SAIS-ScenarioApproxImportanceSampling,0.98869
114,10.0,SAIS-ScenarioApproxImportanceSampling,0.85906
115,60.0,SAIS-ScenarioApproxImportanceSampling,0.98999
116,110.0,SAIS-ScenarioApproxImportanceSampling,0.98076
117,160.0,SAIS-ScenarioApproxImportanceSampling,0.9939
118,210.0,SAIS-ScenarioApproxImportanceSampling,0.98984
119,260.0,SAIS-ScenarioApproxImportanceSampling,0.99625
120,10.0,SAIS-ScenarioApproxImportanceSampling,0.8292
121,60.0,SAIS-ScenarioApproxImportanceSampling,0.97387
122,110.0,SAIS-ScenarioApproxImportanceSampling,0.98257
123,160.0,SAIS-ScenarioApproxImportanceSampling,0.99199
124,210.0,SAIS-ScenarioApproxImportanceSampling,0.99416
125,260.0,SAIS-ScenarioApproxImportanceSampling,0.99777
126,10.0,SAIS-ScenarioApproxImportanceSampling,0.9385
127,60.0,SAIS-ScenarioApproxImportanceSampling,0.98272
128,110.0,SAIS-ScenarioApproxImportanceSampling,0.97231
129,160.0,SAIS-ScenarioApproxImportanceSampling,0.98871
130,210.0,SAIS-ScenarioApproxImportanceSampling,0.99912
131,260.0,SAIS-ScenarioApproxImportanceSampling,0.99098
132,10.0,SAIS-ScenarioApproxImportanceSampling,0.76797
133,60.0,SAIS-ScenarioApproxImportanceSampling,0.97474
134,110.0,SAIS-ScenarioApproxImportanceSampling,0.98017
135,160.0,SAIS-ScenarioApproxImportanceSampling,0.99244
136,210.0,SAIS-ScenarioApproxImportanceSampling,0.99574
137,260.0,SAIS-ScenarioApproxImportanceSampling,0.99292
138,10.0,SAIS-ScenarioApproxImportanceSampling,0.75282
139,60.0,SAIS-ScenarioApproxImportanceSampling,0.9822
140,110.0,SAIS-ScenarioApproxImportanceSampling,0.99215
141,160.0,SAIS-ScenarioApproxImportanceSampling,0.9785
142,210.0,SAIS-ScenarioApproxImportanceSampling,0.99669
143,260.0,SAIS-ScenarioApproxImportanceSampling,0.99328
144,10.0,SAIS-ScenarioApproxImportanceSampling,0.73582
145,60.0,SAIS-ScenarioApproxImportanceSampling,0.93958
146,110.0,SAIS-ScenarioApproxImportanceSampling,0.99067
147,160.0,SAIS-ScenarioApproxImportanceSampling,0.98571
148,210.0,SAIS-ScenarioApproxImportanceSampling,0.99365
149,260.0,SAIS-ScenarioApproxImportanceSampling,0.99485
150,10.0,SAIS-ScenarioApproxImportanceSampling,0.91399
151,60.0,SAIS-ScenarioApproxImportanceSampling,0.96836
152,110.0,SAIS-ScenarioApproxImportanceSampling,0.98997
153,160.0,SAIS-ScenarioApproxImportanceSampling,0.98889
154,210.0,SAIS-ScenarioApproxImportanceSampling,0.98578
155,260.0,SAIS-ScenarioApproxImportanceSampling,0.99327
156,10.0,SAIS-ScenarioApproxImportanceSampling,0.94077
157,60.0,SAIS-ScenarioApproxImportanceSampling,0.97227
158,110.0,SAIS-ScenarioApproxImportanceSampling,0.99354
159,160.0,SAIS-ScenarioApproxImportanceSampling,0.98998
160,210.0,SAIS-ScenarioApproxImportanceSampling,0.99306
161,260.0,SAIS-ScenarioApproxImportanceSampling,0.99609
162,10.0,SAIS-ScenarioApproxImportanceSampling,0.7915
163,60.0,SAIS-ScenarioApproxImportanceSampling,0.99243
164,110.0,SAIS-ScenarioApproxImportanceSampling,0.99541
165,160.0,SAIS-ScenarioApproxImportanceSampling,0.99075
166,210.0,SAIS-ScenarioApproxImportanceSampling,0.99385
167,260.0,SAIS-ScenarioApproxImportanceSampling,0.9971
168,10.0,SAIS-ScenarioApproxImportanceSampling,0.80756
169,60.0,SAIS-ScenarioApproxImportanceSampling,0.98521
170,110.0,SAIS-ScenarioApproxImportanceSampling,0.9836
171,160.0,SAIS-ScenarioApproxImportanceSampling,0.98678
172,210.0,SAIS-ScenarioApproxImportanceSampling,0.99509
173,260.0,SAIS-ScenarioApproxImportanceSampling,0.99482
174,10.0,SAIS-ScenarioApproxImportanceSampling,0.67573
175,60.0,SAIS-ScenarioApproxImportanceSampling,0.95958
176,110.0,SAIS-ScenarioApproxImportanceSampling,0.97668
177,160.0,SAIS-ScenarioApproxImportanceSampling,0.9886
178,210.0,SAIS-ScenarioApproxImportanceSampling,0.9912
179,260.0,SAIS-ScenarioApproxImportanceSampling,0.99419
180,10.0,SAIS-ScenarioApproxImportanceSampling,0.81018
181,60.0,SAIS-ScenarioApproxImportanceSampling,0.97443
182,110.0,SAIS-ScenarioApproxImportanceSampling,0.98736
183,160.0,SAIS-ScenarioApproxImportanceSampling,0.98818
184,210.0,SAIS-ScenarioApproxImportanceSampling,0.99415
185,260.0,SAIS-ScenarioApproxImportanceSampling,0.98789
186,10.0,SAIS-ScenarioApproxImportanceSampling,0.85796
187,60.0,SAIS-ScenarioApproxImportanceSampling,0.96491
188,110.0,SAIS-ScenarioApproxImportanceSampling,0.98558
189,160.0,SAIS-ScenarioApproxImportanceSampling,0.99043
190,210.0,SAIS-ScenarioApproxImportanceSampling,0.99363
191,260.0,SAIS-ScenarioApproxImportanceSampling,0.99684
192,10.0,SAIS-ScenarioApproxImportanceSampling,0.80794
193,60.0,SAIS-ScenarioApproxImportanceSampling,0.9867
194,110.0,SAIS-ScenarioApproxImportanceSampling,0.98616
195,160.0,SAIS-ScenarioApproxImportanceSampling,0.99288
196,210.0,SAIS-ScenarioApproxImportanceSampling,0.9977
197,260.0,SAIS-ScenarioApproxImportanceSampling,0.99389
198,10.0,SAIS-ScenarioApproxImportanceSampling,0.77973
199,60.0,SAIS-ScenarioApproxImportanceSampling,0.9693
200,110.0,SAIS-ScenarioApproxImportanceSampling,0.98006
201,160.0,SAIS-ScenarioApproxImportanceSampling,0.98197
202,210.0,SAIS-ScenarioApproxImportanceSampling,0.99027
203,260.0,SAIS-ScenarioApproxImportanceSampling,0.99129
204,10.0,SAIS-ScenarioApproxImportanceSampling,0.82293
205,60.0,SAIS-ScenarioApproxImportanceSampling,0.979
206,110.0,SAIS-ScenarioApproxImportanceSampling,0.99191
207,160.0,SAIS-ScenarioApproxImportanceSampling,0.99138
208,210.0,SAIS-ScenarioApproxImportanceSampling,0.99774
209,260.0,SAIS-ScenarioApproxImportanceSampling,0.99527
210,10.0,SAIS-ScenarioApproxImportanceSampling,0.83
211,60.0,SAIS-ScenarioApproxImportanceSampling,0.96931
212,110.0,SAIS-ScenarioApproxImportanceSampling,0.94336
213,160.0,SAIS-ScenarioApproxImportanceSampling,0.99773
214,210.0,SAIS-ScenarioApproxImportanceSampling,0.99107
215,260.0,SAIS-ScenarioApproxImportanceSampling,0.99199
216,10.0,SAIS-ScenarioApproxImportanceSampling,0.85683
217,60.0,SAIS-ScenarioApproxImportanceSampling,0.97936
218,110.0,SAIS-ScenarioApproxImportanceSampling,0.9942
219,160.0,SAIS-ScenarioApproxImportanceSampling,0.98939
220,210.0,SAIS-ScenarioApproxImportanceSampling,0.98828
221,260.0,SAIS-ScenarioApproxImportanceSampling,0.99853
222,10.0,SAIS-ScenarioApproxImportanceSampling,0.67369
223,60.0,SAIS-ScenarioApproxImportanceSampling,0.95803
224,110.0,SAIS-ScenarioApproxImportanceSampling,0.98644
225,160.0,SAIS-ScenarioApproxImportanceSampling,0.97222
226,210.0,SAIS-ScenarioApproxImportanceSampling,0.99362
227,260.0,SAIS-ScenarioApproxImportanceSampling,0.9974
228,10.0,SAIS-ScenarioApproxImportanceSampling,0.5619
229,60.0,SAIS-ScenarioApproxImportanceSampling,0.98042
230,110.0,SAIS-ScenarioApproxImportanceSampling,0.98581
231,160.0,SAIS-ScenarioApproxImportanceSampling,0.99432
232,210.0,SAIS-ScenarioApproxImportanceSampling,0.99091
233,260.0,SAIS-ScenarioApproxImportanceSampling,0.99802
234,10.0,SAIS-ScenarioApproxImportanceSampling,0.92908
235,60.0,SAIS-ScenarioApproxImportanceSampling,0.96139
236,110.0,SAIS-ScenarioApproxImportanceSampling,0.99485
237,160.0,SAIS-ScenarioApproxImportanceSampling,0.99264
238,210.0,SAIS-ScenarioApproxImportanceSampling,0.99289
239,260.0,SAIS-ScenarioApproxImportanceSampling,0.99587
240,10.0,SAIS-ScenarioApproxImportanceSampling,0.77181
241,60.0,SAIS-ScenarioApproxImportanceSampling,0.93059
242,110.0,SAIS-ScenarioApproxImportanceSampling,0.99197
243,160.0,SAIS-ScenarioApproxImportanceSampling,0.98563
244,210.0,SAIS-ScenarioApproxImportanceSampling,0.99807
245,260.0,SAIS-ScenarioApproxImportanceSampling,0.99481
246,10.0,SAIS-ScenarioApproxImportanceSampling,0.68659
247,60.0,SAIS-ScenarioApproxImportanceSampling,0.98482
248,110.0,SAIS-ScenarioApproxImportanceSampling,0.99112
249,160.0,SAIS-ScenarioApproxImportanceSampling,0.99138
250,210.0,SAIS-ScenarioApproxImportanceSampling,0.99072
251,260.0,SAIS-ScenarioApproxImportanceSampling,0.99324
252,10.0,SAIS-ScenarioApproxImportanceSampling,0.85709
253,60.0,SAIS-ScenarioApproxImportanceSampling,0.97164
254,110.0,SAIS-ScenarioApproxImportanceSampling,0.99063
255,160.0,SAIS-ScenarioApproxImportanceSampling,0.97445
256,210.0,SAIS-ScenarioApproxImportanceSampling,0.99001
257,260.0,SAIS-ScenarioApproxImportanceSampling,0.99355
258,10.0,SAIS-ScenarioApproxImportanceSampling,0.88015
259,60.0,SAIS-ScenarioApproxImportanceSampling,0.95744
260,110.0,SAIS-ScenarioApproxImportanceSampling,0.9874
261,160.0,SAIS-ScenarioApproxImportanceSampling,0.99164
262,210.0,SAIS-ScenarioApproxImportanceSampling,0.98855
263,260.0,SAIS-ScenarioApproxImportanceSampling,0.99472
264,10.0,SAIS-ScenarioApproxImportanceSampling,0.75055
265,60.0,SAIS-ScenarioApproxImportanceSampling,0.96645
266,110.0,SAIS-ScenarioApproxImportanceSampling,0.99445
267,160.0,SAIS-ScenarioApproxImportanceSampling,0.99542
268,210.0,SAIS-ScenarioApproxImportanceSampling,0.98908
269,260.0,SAIS-ScenarioApproxImportanceSampling,0.99366
270,10.0,SAIS-ScenarioApproxImportanceSampling,0.78016
271,60.0,SAIS-ScenarioApproxImportanceSampling,0.97524
272,110.0,SAIS-ScenarioApproxImportanceSampling,0.98515
273,160.0,SAIS-ScenarioApproxImportanceSampling,0.99548
274,210.0,SAIS-ScenarioApproxImportanceSampling,0.98449
275,260.0,SAIS-ScenarioApproxImportanceSampling,0.99389
276,10.0,SAIS-ScenarioApproxImportanceSampling,0.75661
277,60.0,SAIS-ScenarioApproxImportanceSampling,0.96757
278,110.0,SAIS-ScenarioApproxImportanceSampling,0.98711
279,160.0,SAIS-ScenarioApproxImportanceSampling,0.99149
280,210.0,SAIS-ScenarioApproxImportanceSampling,0.99532
281,260.0,SAIS-ScenarioApproxImportanceSampling,0.99854
282,10.0,SAIS-ScenarioApproxImportanceSampling,0.59286
283,60.0,SAIS-ScenarioApproxImportanceSampling,0.95891
284,110.0,SAIS-ScenarioApproxImportanceSampling,0.99081
285,160.0,SAIS-ScenarioApproxImportanceSampling,0.98359
286,210.0,SAIS-ScenarioApproxImportanceSampling,0.9934
287,260.0,SAIS-ScenarioApproxImportanceSampling,0.99369
288,10.0,SAIS-ScenarioApproxImportanceSampling,0.80461
289,60.0,SAIS-ScenarioApproxImportanceSampling,0.96185
290,110.0,SAIS-ScenarioApproxImportanceSampling,0.98059
291,160.0,SAIS-ScenarioApproxImportanceSampling,0.98766
292,210.0,SAIS-ScenarioApproxImportanceSampling,0.99759
293,260.0,SAIS-ScenarioApproxImportanceSampling,0.98192
294,10.0,SAIS-ScenarioApproxImportanceSampling,0.85454
295,60.0,SAIS-ScenarioApproxImportanceSampling,0.97843
296,110.0,SAIS-ScenarioApproxImportanceSampling,0.98197
297,160.0,SAIS-ScenarioApproxImportanceSampling,0.98781
298,210.0,SAIS-ScenarioApproxImportanceSampling,0.99323
299,260.0,SAIS-ScenarioApproxImportanceSampling,0.99608
300,10.0,SAIS-ScenarioApproxImportanceSampling,0.83435
301,60.0,SAIS-ScenarioApproxImportanceSampling,0.94687
302,110.0,SAIS-ScenarioApproxImportanceSampling,0.99004
303,160.0,SAIS-ScenarioApproxImportanceSampling,0.991
304,210.0,SAIS-ScenarioApproxImportanceSampling,0.99774
305,260.0,SAIS-ScenarioApproxImportanceSampling,0.9979
306,10.0,SAIS-ScenarioApproxImportanceSampling,0.7895
307,60.0,SAIS-ScenarioApproxImportanceSampling,0.99009
308,110.0,SAIS-ScenarioApproxImportanceSampling,0.98888
309,160.0,SAIS-ScenarioApproxImportanceSampling,0.98798
310,210.0,SAIS-ScenarioApproxImportanceSampling,0.99395
311,260.0,SAIS-ScenarioApproxImportanceSampling,0.99311
312,10.0,SAIS-ScenarioApproxImportanceSampling,0.31145
313,60.0,SAIS-ScenarioApproxImportanceSampling,0.9655
314,110.0,SAIS-ScenarioApproxImportanceSampling,0.97963
315,160.0,SAIS-ScenarioApproxImportanceSampling,0.99005
316,210.0,SAIS-ScenarioApproxImportanceSampling,0.98188
317,260.0,SAIS-ScenarioApproxImportanceSampling,0.99286
318,10.0,SAIS-ScenarioApproxImportanceSampling,0.75558
319,60.0,SAIS-ScenarioApproxImportanceSampling,0.98897
320,110.0,SAIS-ScenarioApproxImportanceSampling,0.98305
321,160.0,SAIS-ScenarioApproxImportanceSampling,0.99624
322,210.0,SAIS-ScenarioApproxImportanceSampling,0.99154
323,260.0,SAIS-ScenarioApproxImportanceSampling,0.99283
324,10.0,SAIS-ScenarioApproxImportanceSampling,0.88761
325,60.0,SAIS-ScenarioApproxImportanceSampling,0.93594
326,110.0,SAIS-ScenarioApproxImportanceSampling,0.99023
327,160.0,SAIS-ScenarioApproxImportanceSampling,0.97707
328,210.0,SAIS-ScenarioApproxImportanceSampling,0.99738
329,260.0,SAIS-ScenarioApproxImportanceSampling,0.99628
330,10.0,SAIS-ScenarioApproxImportanceSampling,0.88623
331,60.0,SAIS-ScenarioApproxImportanceSampling,0.98079
332,110.0,SAIS-ScenarioApproxImportanceSampling,0.98118
333,160.0,SAIS-ScenarioApproxImportanceSampling,0.99548
334,210.0,SAIS-ScenarioApproxImportanceSampling,0.99797
335,260.0,SAIS-ScenarioApproxImportanceSampling,0.99685
336,10.0,SAIS-ScenarioApproxImportanceSampling,0.69037
337,60.0,SAIS-ScenarioApproxImportanceSampling,0.97318
338,110.0,SAIS-ScenarioApproxImportanceSampling,0.99446
339,160.0,SAIS-ScenarioApproxImportanceSampling,0.99448
340,210.0,SAIS-ScenarioApproxImportanceSampling,0.99243
341,260.0,SAIS-ScenarioApproxImportanceSampling,0.99424
342,10.0,SAIS-ScenarioApproxImportanceSampling,0.70612
