,N,Method,$\hat{\mathbb{P}}$
343,60.0,SAIS-ScenarioApproxImportanceSampling,0.96031
344,110.0,SAIS-ScenarioApproxImportanceSampling,0.98853
345,160.0,SAIS-ScenarioApproxImportanceSampling,0.99441
346,210.0,SAIS-ScenarioApproxImportanceSampling,0.99277
347,260.0,SAIS-ScenarioApproxImportanceSampling,0.99283
348,10.0,SAIS-ScenarioApproxImportanceSampling,0.78
349,60.0,SAIS-ScenarioApproxImportanceSampling,0.98206
350,110.0,SAIS-ScenarioApproxImportanceSampling,0.97895
351,160.0,SAIS-ScenarioApproxImportanceSampling,0.99318
352,210.0,SAIS-ScenarioApproxImportanceSampling,0.99477
353,260.0,SAIS-ScenarioApproxImportanceSampling,0.9949
354,10.0,SAIS-ScenarioApproxImportanceSampling,0.85087
355,60.0,SAIS-ScenarioApproxImportanceSampling,0.93858
356,110.0,SAIS-ScenarioApproxImportanceSampling,0.98961
357,160.0,SAIS-ScenarioApproxImportanceSampling,0.99194
358,210.0,SAIS-ScenarioApproxImportanceSampling,0.99537
359,260.0,SAIS-ScenarioApproxImportanceSampling,0.99458
360,10.0,SAIS-ScenarioApproxImportanceSampling,0.75832
361,60.0,SAIS-ScenarioApproxImportanceSampling,0.97245
362,110.0,SAIS-ScenarioApproxImportanceSampling,0.99224
363,160.0,SAIS-ScenarioApproxImportanceSampling,0.96381
364,210.0,SAIS-ScenarioApproxImportanceSampling,0.99674
365,260.0,SAIS-ScenarioApproxImportanceSampling,0.99766
366,10.0,SAIS-ScenarioApproxImportanceSampling,0.82933
367,60.0,SAIS-ScenarioApproxImportanceSampling,0.97602
368,110.0,SAIS-ScenarioApproxImportanceSampling,0.97384
369,160.0,SAIS-ScenarioApproxImportanceSampling,0.99604
370,210.0,SAIS-ScenarioApproxImportanceSampling,0.99265
371,260.0,SAIS-ScenarioApproxImportanceSampling,0.99362
372,10.0,SAIS-ScenarioApproxImportanceSampling,0.94845
373,60.0,SAIS-ScenarioApproxImportanceSampling,0.94785
374,110.0,SAIS-ScenarioApproxImportanceSampling,0.98987
375,160.0,SAIS-ScenarioApproxImportanceSampling,0.99425
376,210.0,SAIS-ScenarioApproxImportanceSampling,0.99668
377,260.0,SAIS-ScenarioApproxImportanceSampling,0.984
378,10.0,SAIS-ScenarioApproxImportanceSampling,0.48831
379,60.0,SAIS-ScenarioApproxImportanceSampling,0.98565
380,110.0,SAIS-ScenarioApproxImportanceSampling,0.99306
381,160.0,SAIS-ScenarioApproxImportanceSampling,0.99284
382,210.0,SAIS-ScenarioApproxImportanceSampling,0.98809
383,260.0,SAIS-ScenarioApproxImportanceSampling,0.99501
384,10.0,SAIS-ScenarioApproxImportanceSampling,0.83288
385,60.0,SAIS-ScenarioApproxImportanceSampling,0.97436
386,110.0,SAIS-ScenarioApproxImportanceSampling,0.99127
387,160.0,SAIS-ScenarioApproxImportanceSampling,0.96889
388,210.0,SAIS-ScenarioApproxImportanceSampling,0.98711
389,260.0,SAIS-ScenarioApproxImportanceSampling,0.99733
390,10.0,SAIS-ScenarioApproxImportanceSampling,0.71606
391,60.0,SAIS-ScenarioApproxImportanceSampling,0.96531
392,110.0,SAIS-ScenarioApproxImportanceSampling,0.99517
393,160.0,SAIS-ScenarioApproxImportanceSampling,0.98737
394,210.0,SAIS-ScenarioApproxImportanceSampling,0.99224
395,260.0,SAIS-ScenarioApproxImportanceSampling,0.99116
396,10.0,SAIS-ScenarioApproxImportanceSampling,0.88422
397,60.0,SAIS-ScenarioApproxImportanceSampling,0.98341
398,110.0,SAIS-ScenarioApproxImportanceSampling,0.98692
399,160.0,SAIS-ScenarioApproxImportanceSampling,0.9927
400,210.0,SAIS-ScenarioApproxImportanceSampling,0.99307
401,260.0,SAIS-ScenarioApproxImportanceSampling,0.99722
402,10.0,SAIS-ScenarioApproxImportanceSampling,0.85496
403,60.0,SAIS-ScenarioApproxImportanceSampling,0.97579
404,110.0,SAIS-ScenarioApproxImportanceSampling,0.9934
405,160.0,SAIS-ScenarioApproxImportanceSampling,0.9897
406,210.0,SAIS-ScenarioApproxImportanceSampling,0.9957
407,260.0,SAIS-ScenarioApproxImportanceSampling,0.99758
408,10.0,SAIS-ScenarioApproxImportanceSampling,0.84321
409,60.0,SAIS-ScenarioApproxImportanceSampling,0.93444
410,110.0,SAIS-ScenarioApproxImportanceSampling,0.96181
411,160.0,SAIS-ScenarioApproxImportanceSampling,0.99236
412,210.0,SAIS-ScenarioApproxImportanceSampling,0.99229
413,260.0,SAIS-ScenarioApproxImportanceSampling,0.99792
414,10.0,SAIS-ScenarioApproxImportanceSampling,0.87587
415,60.0,SAIS-ScenarioApproxImportanceSampling,0.97845
416,110.0,SAIS-ScenarioApproxImportanceSampling,0.9825
417,160.0,SAIS-ScenarioApproxImportanceSampling,0.98586
418,210.0,SAIS-ScenarioApproxImportanceSampling,0.98856
419,260.0,SAIS-ScenarioApproxImportanceSampling,0.99481
420,10.0,SAIS-ScenarioApproxImportanceSampling,0.77942
421,60.0,SAIS-ScenarioApproxImportanceSampling,0.98206
422,110.0,SAIS-ScenarioApproxImportanceSampling,0.97861
423,160.0,SAIS-ScenarioApproxImportanceSampling,0.99621
424,210.0,SAIS-ScenarioApproxImportanceSampling,0.995
425,260.0,SAIS-ScenarioApproxImportanceSampling,0.9915
426,10.0,SAIS-ScenarioApproxImportanceSampling,0.79428
427,60.0,SAIS-ScenarioApproxImportanceSampling,0.99234
428,110.0,SAIS-ScenarioApproxImportanceSampling,0.98739
429,160.0,SAIS-ScenarioApproxImportanceSampling,0.97691
430,210.0,SAIS-ScenarioApproxImportanceSampling,0.99815
431,260.0,SAIS-ScenarioApproxImportanceSampling,0.98745
432,10.0,SAIS-ScenarioApproxImportanceSampling,0.70842
433,60.0,SAIS-ScenarioApproxImportanceSampling,0.98885
434,110.0,SAIS-ScenarioApproxImportanceSampling,0.98411
435,160.0,SAIS-ScenarioApproxImportanceSampling,0.99586
436,210.0,SAIS-ScenarioApproxImportanceSampling,0.98985
437,260.0,SAIS-ScenarioApproxImportanceSampling,0.99129
438,10.0,SAIS-ScenarioApproxImportanceSampling,0.90733
439,60.0,SAIS-ScenarioApproxImportanceSampling,0.9655
440,110.0,SAIS-ScenarioApproxImportanceSampling,0.99092
441,160.0,SAIS-ScenarioApproxImportanceSampling,0.99234
442,210.0,SAIS-ScenarioApproxImportanceSampling,0.99102
443,260.0,SAIS-ScenarioApproxImportanceSampling,0.99801
444,10.0,SAIS-ScenarioApproxImportanceSampling,0.76607
445,60.0,SAIS-ScenarioApproxImportanceSampling,0.96289
446,110.0,SAIS-ScenarioApproxImportanceSampling,0.98797
447,160.0,SAIS-ScenarioApproxImportanceSampling,0.9827
448,210.0,SAIS-ScenarioApproxImportanceSampling,0.99619
449,260.0,SAIS-ScenarioApproxImportanceSampling,0.99596
450,10.0,SAIS-ScenarioApproxImportanceSampling,0.69043
451,60.0,SAIS-ScenarioApproxImportanceSampling,0.97661
452,110.0,SAIS-ScenarioApproxImportanceSampling,0.98827
453,160.0,SAIS-ScenarioApproxImportanceSampling,0.98704
454,210.0,SAIS-ScenarioApproxImportanceSampling,0.99456
455,260.0,SAIS-ScenarioApproxImportanceSampling,0.99712
456,10.0,SAIS-ScenarioApproxImportanceSampling,0.87401
457,60.0,SAIS-ScenarioApproxImportanceSampling,0.98459
458,110.0,SAIS-ScenarioApproxImportanceSampling,0.99165
459,160.0,SAIS-ScenarioApproxImportanceSampling,0.99032
460,210.0,SAIS-ScenarioApproxImportanceSampling,0.99638
461,260.0,SAIS-ScenarioApproxImportanceSampling,0.99547
462,10.0,SAIS-ScenarioApproxImportanceSampling,0.52095
463,60.0,SAIS-ScenarioApproxImportanceSampling,0.95361
464,110.0,SAIS-ScenarioApproxImportanceSampling,0.99437
465,160.0,SAIS-ScenarioApproxImportanceSampling,0.98639
466,210.0,SAIS-ScenarioApproxImportanceSampling,0.99674
467,260.0,SAIS-ScenarioApproxImportanceSampling,0.99046
468,10.0,SAIS-ScenarioApproxImportanceSampling,0.72284
469,60.0,SAIS-ScenarioApproxImportanceSampling,0.98908
470,110.0,SAIS-ScenarioApproxImportanceSampling,0.98894
471,160.0,SAIS-ScenarioApproxImportanceSampling,0.99562
472,210.0,SAIS-ScenarioApproxImportanceSampling,0.99041
473,260.0,SAIS-ScenarioApproxImportanceSampling,0.99489
474,10.0,SAIS-ScenarioApproxImportanceSampling,0.97758
475,60.0,SAIS-ScenarioApproxImportanceSampling,0.96329
476,110.0,SAIS-ScenarioApproxImportanceSampling,0.98985
477,160.0,SAIS-ScenarioApproxImportanceSampling,0.98769
478,210.0,SAIS-ScenarioApproxImportanceSampling,0.99158
479,260.0,SAIS-ScenarioApproxImportanceSampling,0.99702
480,10.0,SAIS-ScenarioApproxImportanceSampling,0.82257
481,60.0,SAIS-ScenarioApproxImportanceSampling,0.97637
482,110.0,SAIS-ScenarioApproxImportanceSampling,0.97357
483,160.0,SAIS-ScenarioApproxImportanceSampling,0.99219
484,210.0,SAIS-ScenarioApproxImportanceSampling,0.99534
485,260.0,SAIS-ScenarioApproxImportanceSampling,0.98761
486,10.0,SAIS-ScenarioApproxImportanceSampling,0.7797
487,60.0,SAIS-ScenarioApproxImportanceSampling,0.96576
488,110.0,SAIS-ScenarioApproxImportanceSampling,0.98818
489,160.0,SAIS-ScenarioApproxImportanceSampling,0.98985
490,210.0,SAIS-ScenarioApproxImportanceSampling,0.99623
491,260.0,SAIS-ScenarioApproxImportanceSampling,0.99202
492,10.0,SAIS-ScenarioApproxImportanceSampling,0.68652
493,60.0,SAIS-ScenarioApproxImportanceSampling,0.96892
494,110.0,SAIS-ScenarioApproxImportanceSampling,0.98916
495,160.0,SAIS-ScenarioApproxImportanceSampling,0.99059
496,210.0,SAIS-ScenarioApproxImportanceSampling,0.99413
497,260.0,SAIS-ScenarioApproxImportanceSampling,0.99197
498,10.0,SAIS-ScenarioApproxImportanceSampling,0.82522
499,60.0,SAIS-ScenarioApproxImportanceSampling,0.96422
500,110.0,SAIS-ScenarioApproxImportanceSampling,0.98063
501,160.0,SAIS-ScenarioApproxImportanceSampling,0.99476
502,210.0,SAIS-ScenarioApproxImportanceSampling,0.98831
503,260.0,SAIS-ScenarioApproxImportanceSampling,0.99476
504,10.0,SAIS-ScenarioApproxImportanceSampling,0.87583
505,60.0,SAIS-ScenarioApproxImportanceSampling,0.98896
506,110.0,SAIS-ScenarioApproxImportanceSampling,0.97171
507,160.0,SAIS-ScenarioApproxImportanceSampling,0.97471
508,210.0,SAIS-ScenarioApproxImportanceSampling,0.99203
509,260.0,SAIS-ScenarioApproxImportanceSampling,0.99374
510,10.0,SAIS-ScenarioApproxImportanceSampling,0.83996
511,60.0,SAIS-ScenarioApproxImportanceSampling,0.96894
512,110.0,SAIS-ScenarioApproxImportanceSampling,0.98879
513,160.0,SAIS-ScenarioApproxImportanceSampling,0.98816
514,210.0,SAIS-ScenarioApproxImportanceSampling,0.99537
515,260.0,SAIS-ScenarioApproxImportanceSampling,0.99172
516,10.0,SAIS-ScenarioApproxImportanceSampling,0.78497
517,60.0,SAIS-ScenarioApproxImportanceSampling,0.97801
518,110.0,SAIS-ScenarioApproxImportanceSampling,0.98885
519,160.0,SAIS-ScenarioApproxImportanceSampling,0.99096
520,210.0,SAIS-ScenarioApproxImportanceSampling,0.99196
521,260.0,SAIS-ScenarioApproxImportanceSampling,0.99167
522,10.0,SAIS-ScenarioApproxImportanceSampling,0.91324
523,60.0,SAIS-ScenarioApproxImportanceSampling,0.98321
524,110.0,SAIS-ScenarioApproxImportanceSampling,0.98702
525,160.0,SAIS-ScenarioApproxImportanceSampling,0.99211
526,210.0,SAIS-ScenarioApproxImportanceSampling,0.99285
527,260.0,SAIS-ScenarioApproxImportanceSampling,0.9978
528,10.0,SAIS-ScenarioApproxImportanceSampling,0.80295
529,60.0,SAIS-ScenarioApproxImportanceSampling,0.9836
530,110.0,SAIS-ScenarioApproxImportanceSampling,0.98554
531,160.0,SAIS-ScenarioApproxImportanceSampling,0.9953
532,210.0,SAIS-ScenarioApproxImportanceSampling,0.99811
533,260.0,SAIS-ScenarioApproxImportanceSampling,0.98474
534,10.0,SAIS-ScenarioApproxImportanceSampling,0.87891
535,60.0,SAIS-ScenarioApproxImportanceSampling,0.94683
536,110.0,SAIS-ScenarioApproxImportanceSampling,0.98508
537,160.0,SAIS-ScenarioApproxImportanceSampling,0.99211
538,210.0,SAIS-ScenarioApproxImportanceSampling,0.99609
539,260.0,SAIS-ScenarioApproxImportanceSampling,0.99342
540,10.0,SAIS-ScenarioApproxImportanceSampling,0.89709
541,60.0,SAIS-ScenarioApproxImportanceSampling,0.98273
542,110.0,SAIS-ScenarioApproxImportanceSampling,0.9938
543,160.0,SAIS-ScenarioApproxImportanceSampling,0.99358
544,210.0,SAIS-ScenarioApproxImportanceSampling,0.99123
545,260.0,SAIS-ScenarioApproxImportanceSampling,0.99278
546,10.0,SAIS-ScenarioApproxImportanceSampling,0.68096
547,60.0,SAIS-ScenarioApproxImportanceSampling,0.9882
548,110.0,SAIS-ScenarioApproxImportanceSampling,0.97614
549,160.0,SAIS-ScenarioApproxImportanceSampling,0.98999
550,210.0,SAIS-ScenarioApproxImportanceSampling,0.99038
551,260.0,SAIS-ScenarioApproxImportanceSampling,0.99427
552,10.0,SAIS-ScenarioApproxImportanceSampling,0.81592
553,60.0,SAIS-ScenarioApproxImportanceSampling,0.9944
554,110.0,SAIS-ScenarioApproxImportanceSampling,0.98312
555,160.0,SAIS-ScenarioApproxImportanceSampling,0.97811
556,210.0,SAIS-ScenarioApproxImportanceSampling,0.9939
557,260.0,SAIS-ScenarioApproxImportanceSampling,0.99497
558,10.0,SAIS-ScenarioApproxImportanceSampling,0.77079
559,60.0,SAIS-ScenarioApproxImportanceSampling,0.96301
560,110.0,SAIS-ScenarioApproxImportanceSampling,0.9903
561,160.0,SAIS-ScenarioApproxImportanceSampling,0.98393
562,210.0,SAIS-ScenarioApproxImportanceSampling,0.99372
563,260.0,SAIS-ScenarioApproxImportanceSampling,0.99109
564,10.0,SAIS-ScenarioApproxImportanceSampling,0.84513
565,60.0,SAIS-ScenarioApproxImportanceSampling,0.97185
566,110.0,SAIS-ScenarioApproxImportanceSampling,0.99375
567,160.0,SAIS-ScenarioApproxImportanceSampling,0.99445
568,210.0,SAIS-ScenarioApproxImportanceSampling,0.99199
569,260.0,SAIS-ScenarioApproxImportanceSampling,0.99562
570,10.0,SAIS-ScenarioApproxImportanceSampling,0.70179
571,60.0,SAIS-ScenarioApproxImportanceSampling,0.97069
572,110.0,SAIS-ScenarioApproxImportanceSampling,0.96894
573,160.0,SAIS-ScenarioApproxImportanceSampling,0.97377
574,210.0,SAIS-ScenarioApproxImportanceSampling,0.99117
575,260.0,SAIS-ScenarioApproxImportanceSampling,0.99216
576,10.0,SAIS-ScenarioApproxImportanceSampling,0.92192
577,60.0,SAIS-ScenarioApproxImportanceSampling,0.98369
578,110.0,SAIS-ScenarioApproxImportanceSampling,0.98963
579,160.0,SAIS-ScenarioApproxImportanceSampling,0.99316
580,210.0,SAIS-ScenarioApproxImportanceSampling,0.99597
581,260.0,SAIS-ScenarioApproxImportanceSampling,0.99702
582,10.0,SAIS-ScenarioApproxImportanceSampling,0.73841
583,60.0,SAIS-ScenarioApproxImportanceSampling,0.95823
584,110.0,SAIS-ScenarioApproxImportanceSampling,0.9859
585,160.0,SAIS-ScenarioApproxImportanceSampling,0.978
586,210.0,SAIS-ScenarioApproxImportanceSampling,0.98402
587,260.0,SAIS-ScenarioApproxImportanceSampling,0.99791
588,10.0,SAIS-ScenarioApproxImportanceSampling,0.56145
589,60.0,SAIS-ScenarioApproxImportanceSampling,0.98189
590,110.0,SAIS-ScenarioApproxImportanceSampling,0.98243
591,160.0,SAIS-ScenarioApproxImportanceSampling,0.94537
592,210.0,SAIS-ScenarioApproxImportanceSampling,0.99098
593,260.0,SAIS-ScenarioApproxImportanceSampling,0.99654
594,10.0,SAIS-ScenarioApproxImportanceSampling,0.89701
595,60.0,SAIS-ScenarioApproxImportanceSampling,0.99066
596,110.0,SAIS-ScenarioApproxImportanceSampling,0.99046
597,160.0,SAIS-ScenarioApproxImportanceSampling,0.99283
598,210.0,SAIS-ScenarioApproxImportanceSampling,0.99225
599,260.0,SAIS-ScenarioApproxImportanceSampling,0.98705
